month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2012-11	3.8	-0.4	
2012-12	3.8	-0.4	
2013-01	4.09	-0.34	
2013-02	4.15	-0.33	
2013-03	4.17	-0.31	
2013-04	3.9	-0.35	
2013-05	4.1	-0.31	
2013-06	3.83	-0.35	
2013-07	3.65	-0.37	
2013-08	4.37	-0.23	
2013-09	6.23	0.1	
2013-10	7.78	0.36	
2013-11	6.3	0.11	
2013-12	5.71	0.01	
2014-01	6.68	0.18	
2014-02	8.02	0.42	
2014-03	6.91	0.22	
2014-04	6.82	0.2	
2014-05	7.57	0.33	
2014-06	7.31	0.29	
2014-07	7.39	0.3	
2014-08	7.85	0.37	
2014-09	8.53	0.49	
2014-10	9.13	0.59	
2014-11	9.73	0.68	
2014-12	8.39	0.44	
2015-01	7.86	0.35	
2015-02	8.53	0.46	
2015-03	11.59	0.96	
2015-04	12.52	1.09	
2015-09	24.35	2.93	
2015-10	29.56	3.6	
2015-11	45.33	5.67	
2015-12	47.64	5.62	
2016-01	31.83	3.29	
2016-02	32.97	3.3	
2016-03	29.77	2.77	
2016-04	32.69	3.01	
2016-05	29.31	2.5	
2016-06	29.99	2.49	
2016-07	16.58	0.91	
2016-08	15.54	0.77	
2016-09	14.72	0.66	
2016-10	15.61	0.75	
2016-11	17.89	0.98	
2016-12	15.09	0.65	
2017-01	13.9	0.51	
2017-02	12.71	0.37	
2017-03	11.73	0.25	
2017-04	12.16	0.29	
2017-05	12.79	0.34	
2017-06	13.91	0.44	
2017-07	9.52	-0.02	
2017-08	8.98	-0.08	
2017-09	9.84	0	
2017-10	11.4	0.15	
2017-11	12.38	0.24	
2017-12	13.42	0.33	
2018-01	13.99	0.38	
2018-02	14.16	0.38	
2018-03	14.21	0.38	
2018-04	11.46	0.1	
2018-05	11.61	0.11	
2018-06	12.06	0.15	
2018-07	10.25	-0.03	
2018-08	9.74	-0.08	
2018-09	8	-0.25	
2018-10	7.22	-0.32	
2018-11	6.08	-0.43	
2018-12	5.92	-0.44	
2019-01	5.55	-0.48	
2019-02	6.61	-0.38	
2019-03	6.75	-0.36	
2019-04	6.8	-0.36	
2019-05	5.61	-0.47	
2019-06	5.44	-0.49	
2019-07	5.12	-0.52	
2019-08	5.05	-0.52	
2019-09	5.5	-0.48	
2019-10	5.54	-0.47	
2019-11	5.92	-0.44	
2019-12	5.97	-0.43	
2020-01	6.58	-0.38	
2020-02	5.53	-0.47	
2020-03	4.79	-0.54	
2020-04	4.33	-0.59	
2020-05	4.94	-0.53	
2020-06	5.3	-0.5	
2020-07	5.99	-0.43	
2020-08	6.62	-0.37	
2020-09	7.55	-0.29	
2020-10	9.27	-0.13	
2020-11	9.63	-0.1	
2020-12	9.91	-0.07	
2021-01	11.14	0.03	
2021-02	11.62	0.07	
2021-03	10.25	-0.06	
2021-04	9.75	-0.11	
2021-05	10.29	-0.07	
2021-06	9.48	-0.15	
2021-07	8.2	-0.26	
2021-08	7.61	-0.32	
2021-09	7.32	-0.35	
2021-10	7.54	-0.33	
2021-11	7.36	-0.35	
2021-12	7.68	-0.32	
2022-01	8.05	-0.29	
2022-02	7.92	-0.31	
2022-03	6.66	-0.42	
2022-04	5.71	-0.5	
2022-05	5.79	-0.49	
2022-06	6.45	-0.44	
2022-07	6.3	-0.45	
2022-08	5.86	-0.49	
2022-09	5.51	-0.52	
2022-10	5.26	-0.54	
2022-11	5.55	-0.51	
2022-12	6.56	-0.42	
2023-01	6.96	-0.39	
2023-02	6.67	-0.41	
2023-03	6.59	-0.42	
2023-04	6.48	-0.43	
2023-05	6.8	-0.4	
2023-06	6.9	-0.39	
2023-07	7.1	-0.37	
2023-08	7.41	-0.34	
2023-09	7.39	-0.34	
2023-10	7.01	-0.38	
2023-11	6.78	-0.39	
2023-12	6.15	-0.45	
2024-01	5.94	-0.46	
2024-02	6.09	-0.43	
2024-03	6.45	-0.38	
2024-04	6.92	-0.3	
2024-05	6.63	-0.31	
2024-06	6.21	-0.34	
2024-07	5.97	-0.35	
2024-08	5.72	-0.36	
2024-09	5.75	-0.34	
2024-10	7.17	-0.15	
2024-11	7.21	-0.13	
2024-12	6.98	-0.15	
2025-01	6.56	-0.2	
2025-02	6.62	-0.18	
