month	ct_avg_Tdx收盘价	人均持股
2004-09	11.26	1660	
2004-12	11.7	1730	
2005-03	12.02	2202	
2005-06	6.18	3094	
2005-09	8.15	3342	
2005-12	6.36	3674	
2006-03	6.16	4504	
2006-06	7.15	6439	
2006-09	5.87	5866	
2006-12	5.1	7523	
2007-03	6.9	6034	
2007-06	7.91	3892	
2007-09	7.96	3592	
2007-12	6.85	3784	
2008-03	7.28	4232	
2008-06	5	4520	
2008-09	3.21	4704	
2008-12	3.43	5219	
2009-03	4.31	5480	
2009-06	5.73	4817	
2009-09	5.3	4622	
2009-12	6.49	4941	
2010-03	6.81	5548	
2010-06	5.49	5299	
2010-09	6.47	5405	
2010-12	6.75	5614	
2011-03	6.8	5731	
2011-06	6.17	6133	
2011-09	5.34	6411	
2011-12	4.49	6353	
2012-03	4.48	6503	
2012-06	4.19	6493	
2012-09	3.9	6564	
2012-12	3.8	6493	
2013-03	4.17	6885	
2013-06	3.83	7097	
2013-09	6.23	6507	
2013-12	5.71	7115	
2014-03	6.91	5950	
2014-06	7.31	6177	
2014-09	8.53	8467	
2014-12	8.39	7484	
2015-03	11.59	5828	
2015-09	24.35	5353	
2015-12	47.64	3357	
2016-03	29.77	4030	
2016-06	29.99	11526	
2016-09	14.72	12752	
2016-12	15.09	84181	
2017-03	11.73	32808	
2017-06	13.91	54150.5	
2017-09	9.84	104545	
2017-12	13.42	105276	
2018-03	14.21	82958	
2018-06	12.06	88344	
2018-09	8	51862	
2018-12	5.92	81192	
2019-03	6.75	59056	
2019-06	5.44	65396	
2019-09	5.5	73992	
2019-12	5.97	86189	
2020-03	4.79	73407	
2020-06	5.3	86266	
2020-09	7.55	104761	
2020-12	9.91	112528	
2021-03	10.25	73191	
2021-06	9.48	69928	
2021-09	7.32	50493	
2021-12	7.68	55616	
2022-03	6.66	51165	
2022-06	6.45	53219	
2022-09	5.51	49792	
2022-12	6.56	57609	
2023-03	6.59	57394	
2023-06	6.9	62421	
2023-09	7.39	70821	
2023-12	6.15	64628	
2024-03	6.45	67110	
2024-06	6.21	67798	
2024-09	5.75	69421	
