month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2005-10	3.93	-0.65	
2005-11	3.73	-0.66	
2005-12	3.64	-0.67	
2006-01	4.12	-0.62	
2006-02	4.15	-0.62	
2006-03	4.12	-0.62	
2006-04	5.03	-0.53	
2006-05	7.52	-0.29	
2006-06	7.95	-0.25	
2006-07	5.53	-0.47	
2006-08	4.9	-0.53	
2006-09	5.29	-0.48	
2006-10	5.65	-0.44	
2006-11	4.94	-0.51	
2006-12	5.16	-0.48	
2007-01	5.99	-0.39	
2007-02	6.96	-0.29	
2007-03	8.24	-0.16	
2007-04	9.7	-0.01	
2007-05	11.87	0.21	
2007-06	9.08	-0.08	
2007-07	8.38	-0.15	
2007-08	10.58	0.08	
2007-09	10.63	0.08	
2007-10	9.19	-0.06	
2007-11	8.34	-0.15	
2007-12	9.02	-0.07	
2008-01	10.32	0.07	
2008-02	10.39	0.08	
2008-03	10.46	0.1	
2008-04	8.65	-0.09	
2008-05	7.83	-0.17	
2008-06	6.58	-0.29	
2008-07	6.61	-0.27	
2008-08	5.36	-0.4	
2008-09	4.57	-0.48	
2008-10	3.78	-0.56	
2008-11	4.07	-0.52	
2008-12	4.55	-0.45	
2009-01	4.66	-0.43	
2009-02	5.66	-0.29	
2009-03	5.73	-0.27	
2009-04	6.42	-0.17	
2009-05	6.85	-0.11	
2009-06	7.2	-0.06	
2009-07	8.52	0.13	
2009-08	10.5	0.4	
2009-09	10.64	0.43	
2009-10	11.91	0.6	
2009-11	13.08	0.76	
2009-12	13.42	0.8	
2010-01	14.71	0.97	
2010-02	12.25	0.64	
2010-03	12.47	0.66	
2010-04	13.49	0.79	
2010-05	10.84	0.44	
2010-06	10.95	0.45	
2010-07	9.53	0.26	
2010-08	11.25	0.49	
2010-09	11.97	0.58	
2010-10	11.64	0.54	
2010-11	12.77	0.68	
2010-12	11.93	0.57	
2011-01	10.29	0.35	
2011-02	10.57	0.39	
2011-03	11.4	0.49	
2011-04	10.95	0.43	
2011-05	10.04	0.31	
2011-06	9.32	0.21	
2011-07	10.13	0.32	
2011-08	9.27	0.2	
2011-09	8.7	0.13	
2011-10	8.22	0.06	
2011-11	8.42	0.09	
2011-12	6.9	-0.11	
2012-01	6.19	-0.2	
2012-02	6.8	-0.12	
2012-03	7.09	-0.08	
2012-04	7.14	-0.08	
2012-05	7.18	-0.07	
2012-06	6.82	-0.12	
2012-07	6.24	-0.19	
2012-08	6.25	-0.19	
2012-09	6.53	-0.15	
2012-10	6.36	-0.17	
2012-11	6	-0.22	
2012-12	5.9	-0.23	
2013-01	6.61	-0.14	
2013-02	7.12	-0.08	
2013-03	7.86	0.02	
2013-04	7.56	-0.02	
2013-05	8.51	0.09	
2013-06	7.53	-0.04	
