month	ct_avg_Tdx收盘价	股东人数
1996-12	14.38	31327	
1997-12	8.42	37437	
1998-12	6.58	64019	
1999-12	7.66	57409	
2000-12	9.6	83197	
2001-12	7.33	107152	
2002-06	6.77	99634	
2002-09	7.11	98634	
2002-12	6.03	97633	
2003-03	6.35	95223	
2003-06	7.56	84549	
2003-09	6.84	82097	
2003-12	8.48	72919	
2004-03	11.82	35329	
2004-06	9.87	34704	
2004-09	9.41	35099	
2004-12	5.34	41171	
2005-03	5.38	50869	
2005-06	4.46	51651	
2005-09	5.12	47518	
2005-12	3.98	49852	
2006-03	4.77	61454	
2006-06	6.32	84859	
2006-09	5.76	86168	
2006-12	6.66	95829	
2007-03	10.51	107798	
2007-06	21.24	182871	
2007-09	28.67	217393	
2007-12	24.37	258744	
2008-03	19.32	260470	
2008-06	12.09	246924	
2008-09	7.89	237351	
2008-12	7.63	233096	
2009-03	11.08	220086	
2009-06	19.73	199917	
2009-09	17.52	230180	
2009-12	21.88	203574	
2010-03	18.88	209201	
2010-06	16.06	202883	
2010-09	17.14	189490	
2010-12	29.11	112662	
2011-03	29.25	201797	
2011-06	22.86	206348	
2011-09	21.27	200266	
2011-12	17.74	203166	
2012-03	20.89	192058	
2012-06	20.49	185529	
2012-09	18.54	179523	
2012-12	17.83	177885	
2013-03	17.12	188659	
2013-06	13.06	186111	
2013-09	11.79	184071	
2013-12	10.34	179524	
2014-03	8.77	177136	
2014-06	9.11	172022	
2014-09	11.03	159333	
2014-12	14.7	155369	
2015-03	16.57	137474	
2015-12	3.74	567681	
2016-03	2.85	555886	
2016-06	2.56	530490	
2016-09	2.6	508178	
2016-12	3.24	436995	
2017-03	3.21	444209	
2017-06	2.75	459341	
2017-09	3.11	451407	
2017-12	2.77	450152	
2018-03	2.71	441196	
2018-06	2.37	430318	
2018-09	2.12	423935	
2018-12	2.03	417029	
2019-03	2.62	435532	
2019-04	2.64	427114	
2019-06	2.43	408025	
2019-08	2.24	403703	
2019-09	2.25	398373	
2019-10	2.18	397099	
2019-11	2.15	392570	
2019-12	2.21	387251	
2020-03	2.06	371041.5	
2020-06	1.93	361815	
2020-07	2.22	357918	
2020-08	2.31	353416.33	
2020-09	2.3	345928	
2020-12	2.55	332435	
2021-03	2.85	365171	
2021-06	2.78	348249	
2021-08	3.71	298980	
2021-09	4.46	385493	
2021-12	3.56	405844	
2022-03	3.92	352204	
2022-06	3.4	382898	
2022-09	2.83	398042	
2022-12	3.06	355823	
2023-03	3.28	321567	
2023-06	2.9	327394	
2023-09	3.31	286277	
2023-12	3.02	283322	
2024-03	3.7	290294	
2024-06	3.66	279628	
2024-09	3.12	285230	
