month	ct_avg_Tdx收盘价	人均持股
1996-12	14.38	1117	
1997-12	8.42	1870	
1998-12	6.58	1421	
1999-12	7.66	1766	
2000-12	9.6	1219	
2001-12	7.33	1703	
2002-06	6.77	1832	
2002-09	7.11	1850	
2002-12	6.03	1869	
2003-03	6.35	1917	
2003-06	7.56	2159	
2003-09	6.84	2223	
2003-12	8.48	2944	
2004-03	11.82	7007	
2004-06	9.87	7483	
2004-09	9.41	7761	
2004-12	5.34	9945	
2005-03	5.38	8197	
2005-06	4.46	8152	
2005-09	5.12	9070	
2005-12	3.98	11035	
2006-03	4.77	8936	
2006-06	6.32	6476	
2006-09	5.76	6378	
2006-12	6.66	5818	
2007-03	10.51	5172	
2007-06	21.24	3049	
2007-09	28.67	2564	
2007-12	24.37	2155	
2008-03	19.32	2140	
2008-06	12.09	2258	
2008-09	7.89	2349	
2008-12	7.63	2392	
2009-03	11.08	2533	
2009-06	19.73	2789	
2009-09	17.52	2422	
2009-12	21.88	2739	
2010-03	18.88	2665	
2010-06	16.06	2748	
2010-09	17.14	5212	
2010-12	29.11	11489	
2011-03	29.25	7045	
2011-06	22.86	6889	
2011-09	21.27	7098	
2011-12	17.74	6997	
2012-03	20.89	7402	
2012-06	20.49	7662	
2012-09	18.54	7919	
2012-12	17.83	7992	
2013-03	17.12	7535	
2013-06	13.06	7638	
2013-09	11.79	7723	
2013-12	10.34	7919	
2014-03	8.77	8025	
2014-06	9.11	8264	
2014-09	11.03	8922	
2014-12	14.7	9149	
2015-03	16.57	10340	
2015-12	3.74	16841	
2016-03	2.85	17199	
2016-06	2.56	18022	
2016-09	2.6	18813	
2016-12	3.24	21878	
2017-03	3.21	21523	
2017-06	2.75	20813	
2017-09	3.11	21179	
2017-12	2.77	21239	
2018-03	2.71	21670	
2018-06	2.37	22217	
2018-09	2.12	22552	
2018-12	2.03	22925	
2019-03	2.62	21951	
2019-04	2.64	22384	
2019-06	2.43	23431	
2019-08	2.24	23682	
2019-09	2.25	23999	
2019-10	2.18	24076	
2019-11	2.15	24354	
2019-12	2.21	24688	
2020-03	2.06	28370	
2020-06	1.93	29093	
2020-07	2.22	29410	
2020-08	2.31	29785.67	
2020-09	2.3	30430	
2020-12	2.55	31665	
2021-03	2.85	28826	
2021-06	2.78	30227	
2021-08	3.71	35208	
2021-09	4.46	27306	
2021-12	3.56	25937	
2022-03	3.92	29887	
2022-06	3.4	27491	
2022-09	2.83	26445	
2022-12	3.06	29583	
2023-03	3.28	32735	
2023-06	2.9	32152	
2023-09	3.31	36770	
2023-12	3.02	37154	
2024-03	3.7	36261	
2024-06	3.66	37645	
2024-09	3.12	36905	
