month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2018-09	26.17	-0.42	
2018-10	23.67	-0.47	
2018-11	24.4	-0.44	
2018-12	22.31	-0.48	
2019-01	20.74	-0.51	
2019-02	23.3	-0.43	
2019-03	25.78	-0.35	
2019-04	29.72	-0.23	
2019-05	28.82	-0.23	
2019-06	27.91	-0.23	
2019-07	29.98	-0.15	
2019-08	30.09	-0.12	
2019-09	27.84	-0.18	
2019-10	25.12	-0.25	
2019-11	24.04	-0.28	
2019-12	22.64	-0.31	
2020-01	24.57	-0.24	
2020-02	24.9	-0.22	
2020-03	21.88	-0.31	
2020-04	21.34	-0.32	
2020-05	20.43	-0.35	
2020-06	21.08	-0.32	
2020-07	22.41	-0.27	
2020-08	23.57	-0.23	
2020-09	23.88	-0.22	
2020-10	23.09	-0.24	
2020-11	22.75	-0.24	
2020-12	20	-0.33	
2021-01	18.69	-0.37	
2021-02	20.55	-0.3	
2021-03	20.81	-0.28	
2021-04	21.08	-0.26	
2021-05	21.68	-0.23	
2021-06	20.5	-0.26	
2021-07	18.92	-0.3	
2021-08	18.11	-0.32	
2021-09	18.31	-0.3	
2021-10	18.08	-0.3	
2021-11	18.44	-0.28	
2021-12	18.71	-0.26	
2022-01	19.39	-0.22	
2022-02	17.75	-0.28	
2022-03	17.11	-0.3	
2022-04	16.37	-0.32	
2022-05	17.57	-0.26	
2022-06	18.69	-0.2	
2022-07	19.92	-0.14	
2022-08	21.96	-0.05	
2022-09	21.39	-0.07	
2022-10	24.27	0.07	
2022-11	24.17	0.06	
2022-12	23.85	0.05	
2023-01	27.79	0.23	
2023-02	29.11	0.29	
2023-03	27.69	0.23	
2023-04	29.61	0.31	
2023-05	31.56	0.4	
2023-06	29.79	0.32	
2023-07	28.32	0.26	
2023-08	26.75	0.2	
2023-09	27.77	0.25	
2023-10	27.69	0.26	
2023-11	27.79	0.26	
2023-12	28.61	0.3	
2024-01	25.99	0.17	
2024-02	25.4	0.14	
2024-03	29.17	0.3	
2024-04	30.37	0.35	
2024-05	33.67	0.48	
2024-06	31.73	0.39	
2024-07	30.89	0.34	
2024-08	31.33	0.35	
2024-09	29.77	0.28	
2024-10	32.84	0.4	
2024-11	32.07	0.35	
2024-12	31.88	0.34	
2025-01	28.15	0.17	
2025-02	27.86	0.16	
