month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-09	1.84	0.45	
2018-10	1.67	0.31	
2018-11	1.72	0.34	
2018-12	1.57	0.23	
2019-01	1.46	0.13	
2019-02	1.64	0.27	
2019-03	1.82	0.41	
2019-04	2.09	0.62	
2019-05	2.03	0.56	
2019-06	1.98	0.52	
2019-07	2.13	0.63	
2019-08	2.14	0.63	
2019-09	1.98	0.5	
2019-10	1.79	0.35	
2019-11	1.71	0.29	
2019-12	1.61	0.21	
2020-01	1.75	0.32	
2020-02	1.77	0.32	
2020-03	1.55	0.16	
2020-04	1.52	0.13	
2020-05	1.45	0.07	
2020-06	1.53	0.12	
2020-07	1.62	0.18	
2020-08	1.71	0.25	
2020-09	1.73	0.25	
2020-10	1.67	0.2	
2020-11	1.65	0.19	
2020-12	1.45	0.04	
2021-01	1.36	-0.03	
2021-02	1.49	0.06	
2021-03	1.51	0.07	
2021-04	1.53	0.09	
2021-05	1.57	0.11	
2021-06	1.49	0.06	
2021-07	1.38	-0.02	
2021-08	1.33	-0.06	
2021-09	1.35	-0.04	
2021-10	1.33	-0.06	
2021-11	1.36	-0.04	
2021-12	1.38	-0.02	
2022-01	1.43	0.01	
2022-02	1.31	-0.08	
2022-03	1.25	-0.12	
2022-04	1.21	-0.15	
2022-05	1.32	-0.07	
2022-06	1.41	-0.01	
2022-07	1.5	0.05	
2022-08	1.66	0.15	
2022-09	1.61	0.11	
2022-10	1.83	0.25	
2022-11	1.83	0.24	
2022-12	1.8	0.22	
2023-01	2.1	0.41	
2023-02	2.2	0.47	
2023-03	2.09	0.38	
2023-04	2.23	0.47	
2023-05	2.41	0.58	
2023-06	2.29	0.49	
2023-07	2.18	0.41	
2023-08	2.06	0.32	
2023-09	2.14	0.36	
2023-10	2.13	0.36	
2023-11	2.14	0.35	
2023-12	2.2	0.38	
2024-01	2	0.25	
2024-02	1.96	0.22	
2024-03	2.25	0.39	
2024-04	2.34	0.44	
2024-05	2.6	0.58	
2024-06	2.5	0.51	
2024-07	2.44	0.45	
2024-08	2.47	0.46	
2024-09	2.35	0.38	
2024-10	2.6	0.51	
2024-11	2.55	0.47	
2024-12	2.54	0.45	
2025-01	2.24	0.27	
2025-02	2.22	0.25	
