month	ct_avg_Tdx收盘价	股东人数
2010-06	93.21	37085	
2010-09	116.66	14179	
2010-12	153.82	23428	
2011-03	141.63	27889	
2011-06	55.81	25048	
2011-09	61.36	21245	
2011-12	45.85	23430	
2012-03	43.63	22945	
2012-06	49	19337	
2012-09	46.76	17589	
2012-12	54.24	15934	
2013-03	65.48	14063	
2013-06	57.16	14046	
2013-09	51.15	15839	
2013-12	44.15	24093	
2014-03	40.74	28482	
2014-06	38.23	30172	
2014-09	31.02	30845	
2014-12	30.18	32795	
2015-03	37.18	28936	
2015-06	46.93	39365	
2015-09	15.44	50804	
2015-12	18.39	47933	
2016-03	14.35	44922	
2016-06	14.82	40187	
2016-09	15.96	40699	
2016-12	16.53	37832	
2017-02	17.02	37176	
2017-03	16.45	38987	
2017-06	15.93	34458	
2017-09	17.8	29633	
2017-12	24.59	25281	
2018-03	29.35	24574	
2018-06	31.87	33027	
2018-09	26.17	32977	
2018-12	22.31	34822	
2019-03	25.78	33635	
2019-06	27.91	27560	
2019-09	27.84	39426	
2019-12	22.64	42653	
2020-03	21.88	58269	
2020-06	21.08	56853	
2020-09	23.88	47395	
2020-12	20	52081	
2021-03	20.81	47376	
2021-06	20.5	55919	
2021-09	18.31	60000	
2021-12	18.71	58665	
2022-03	17.11	62751	
2022-06	18.69	48914	
2022-09	21.39	38718	
2022-12	23.85	40779	
2023-03	27.69	35017	
2023-06	29.79	33912	
2023-09	27.77	31561	
2023-12	28.61	29290	
2024-03	29.17	29266	
2024-06	31.73	31338	
2024-09	29.77	33751	
