month	ct_avg_Tdx收盘价	人均持股
2018-11	6.47	1170	
2018-12	6.12	1452436	
2019-03	10.11	1459969	
2019-06	9.17	1467087	
2019-09	8.97	1478271	
2019-12	7.16	1483045	
2020-03	6.65	1490136	
2020-06	6.34	1501675	
2020-09	6.96	1515497	
2020-12	6.63	1527970	
2021-03	6.04	1546382	
2021-06	6	1561044	
2021-09	5.2	1576555	
2021-12	4.73	1584859	
2022-03	4.55	1593251	
2022-06	4.96	1599383	
2022-09	5.05	1606745	
2022-12	5.27	1612684	
2023-03	5.26	1622278	
2023-06	6.01	1637192	
2023-09	5.95	1648325	
2023-12	4.85	1658034	
2024-03	5.15	1665948	
2024-06	5.19	1675222	
2024-09	6.25	1688186	
