month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2006-02	29.91	0.1	
2006-03	28.74	0.05	
2006-04	28.53	0.04	
2006-05	26.97	-0.01	
2006-06	26.7	-0.02	
2006-07	27.26	0	
2006-08	26.11	-0.04	
2006-09	29.07	0.07	
2006-10	31.9	0.17	
2006-11	36.75	0.35	
2006-12	39.77	0.46	
2007-01	42.76	0.56	
2007-02	43.18	0.57	
2007-03	45.45	0.64	
2007-04	47.07	0.69	
2007-05	46.79	0.67	
2007-06	56.55	1	
2007-07	53.5	0.88	
2007-08	57.26	0.99	
2007-09	53.91	0.85	
2007-10	55.06	0.88	
2007-11	49.77	0.7	
2007-12	54.79	0.85	
2008-01	69.9	1.34	
2008-02	73.35	1.42	
2008-03	63	1.05	
2008-04	57.46	0.86	
2008-05	66.72	1.13	
2008-06	61.4	0.94	
2008-07	50.47	0.59	
2008-08	37.25	0.17	
2008-09	28.4	-0.11	
2008-10	20.65	-0.35	
2008-11	20.02	-0.37	
2008-12	26.27	-0.16	
2009-01	27.7	-0.12	
2009-02	31.1	-0.01	
2009-03	33.42	0.07	
2009-04	36.72	0.18	
2009-05	37.08	0.19	
2009-06	29.3	-0.06	
2009-07	32.18	0.03	
2009-08	34.49	0.11	
2009-09	37.01	0.19	
2009-10	38.41	0.23	
2009-11	39.2	0.26	
2009-12	41.54	0.32	
2010-01	45.38	0.44	
2010-02	43.33	0.37	
2010-03	43.72	0.37	
2010-04	41.46	0.29	
2010-05	34.83	0.08	
2010-06	29.28	-0.09	
2010-07	20.84	-0.35	
2010-08	23.05	-0.28	
2010-09	26.62	-0.17	
2010-10	27.4	-0.15	
2010-11	27.23	-0.16	
2010-12	27.59	-0.15	
2011-01	25.69	-0.21	
2011-02	29.39	-0.1	
2011-03	31.35	-0.05	
2011-04	28.82	-0.13	
2011-05	26.51	-0.2	
2011-06	26.47	-0.2	
2011-07	23.81	-0.28	
2011-08	19.07	-0.43	
2011-09	18.47	-0.44	
2011-10	17.09	-0.49	
2011-11	18.51	-0.44	
2011-12	17.31	-0.48	
2012-01	16.45	-0.5	
2012-02	16.12	-0.51	
2012-03	17.11	-0.48	
2012-04	16.77	-0.49	
2012-05	16.33	-0.51	
2012-06	14.62	-0.56	
2012-07	12.42	-0.62	
2012-08	11.01	-0.66	
2012-09	10.32	-0.68	
2012-10	9.57	-0.7	
2012-11	8.22	-0.75	
2012-12	8.59	-0.73	
2013-01	10.28	-0.68	
2013-02	10.22	-0.68	
2013-03	11.41	-0.64	
2013-04	11.19	-0.65	
2013-05	12.81	-0.59	
2013-06	12.26	-0.61	
2013-07	14.1	-0.55	
2013-08	16.15	-0.48	
2013-09	16.57	-0.46	
2013-10	16.66	-0.46	
2013-11	15.66	-0.49	
2013-12	14.6	-0.52	
2014-01	13.16	-0.57	
2014-02	13.67	-0.55	
2014-03	12.74	-0.58	
2014-04	13.31	-0.56	
2014-05	12.77	-0.57	
2014-06	12.97	-0.56	
2014-07	13.33	-0.55	
2014-08	14.03	-0.52	
2014-09	14.54	-0.5	
2014-10	14.89	-0.49	
2014-11	15.09	-0.48	
2014-12	17.55	-0.39	
2015-01	19.51	-0.32	
2015-02	19.37	-0.33	
2015-03	20.82	-0.27	
2015-04	26.06	-0.08	
2015-05	31.29	0.1	
2015-06	29.36	0.04	
2015-07	20.8	-0.26	
2015-08	19.04	-0.31	
2015-09	16.26	-0.41	
2015-10	17.43	-0.35	
2015-11	18.65	-0.3	
2015-12	18.38	-0.3	
2016-01	15.56	-0.4	
2016-02	14.7	-0.42	
2016-03	14.85	-0.41	
2016-04	14.37	-0.42	
2016-05	13.63	-0.44	
2016-06	13.78	-0.41	
2016-07	14.66	-0.36	
2016-08	14.71	-0.35	
2016-09	14.75	-0.33	
2016-10	15.12	-0.3	
2016-11	16.39	-0.23	
2016-12	15.97	-0.24	
2017-01	15.2	-0.27	
2017-02	15.37	-0.26	
2017-03	16.75	-0.2	
2017-04	17.3	-0.17	
2017-05	18.29	-0.12	
2017-06	21.73	0.05	
2017-07	23.08	0.13	
2017-08	22.74	0.12	
2017-09	25.46	0.26	
2017-10	29.68	0.47	
2017-11	35.63	0.76	
2017-12	36.15	0.78	
2018-01	35.7	0.76	
2018-02	30.05	0.49	
2018-03	31.74	0.58	
2018-04	30.77	0.54	
2018-06	17.71	-0.1	
2018-07	14.7	-0.24	
2018-08	15.99	-0.17	
2018-09	18.27	-0.04	
2018-10	16.65	-0.11	
2018-11	19.94	0.07	
2018-12	19.99	0.07	
2019-01	20.07	0.08	
2019-02	25.06	0.35	
2019-03	29.26	0.57	
2019-04	32.44	0.74	
2019-05	29.14	0.56	
2019-06	31.2	0.66	
2019-07	32.67	0.74	
2019-08	29.62	0.58	
2019-09	33.55	0.78	
2019-10	32.64	0.73	
2019-11	32.03	0.69	
2019-12	32.89	0.73	
2020-01	37.61	0.96	
2020-02	43.41	1.23	
2020-03	46.9	1.37	
2020-04	40.16	1.01	
2020-05	39.9	0.98	
2020-06	39.44	0.93	
2020-07	41.76	1.02	
2020-08	38.79	0.86	
2020-09	34.67	0.64	
2020-10	34.11	0.6	
2020-11	35.24	0.64	
2020-12	32.98	0.52	
2021-01	34.63	0.58	
2021-02	31.96	0.44	
2021-03	30.37	0.36	
2021-04	28.83	0.28	
2021-05	29.29	0.29	
2021-06	32.74	0.43	
2021-07	35.07	0.51	
2021-08	36.65	0.56	
2021-09	33.98	0.43	
2021-10	33.84	0.42	
2021-11	31.66	0.31	
2021-12	32.2	0.33	
2022-01	32.93	0.35	
2022-02	29.64	0.21	
2022-03	26.27	0.06	
2022-04	22.82	-0.08	
2022-05	23.5	-0.05	
2022-06	25	0	
2022-07	24.59	-0.02	
2022-08	24.49	-0.03	
2022-09	23.44	-0.07	
2022-10	21.67	-0.15	
2022-11	23.92	-0.06	
2022-12	25.91	0.01	
2023-01	26.45	0.03	
2023-02	28.75	0.11	
2023-03	33.42	0.28	
2023-04	35.27	0.34	
2023-05	32.68	0.24	
2023-06	39.14	0.47	
2023-07	42	0.56	
2023-08	36.4	0.35	
2023-09	33.49	0.24	
2023-10	29.64	0.1	
2023-11	26.86	-0.01	
2023-12	25.74	-0.05	
2024-01	23.92	-0.12	
2024-02	24.39	-0.1	
2024-03	28.81	0.05	
2024-04	27.8	0.01	
2024-05	27.73	0.01	
2024-06	27.43	-0.01	
2024-07	27.73	0	
2024-08	25.43	-0.09	
2024-09	24.92	-0.11	
2024-10	30.87	0.1	
2024-11	32.08	0.13	
2024-12	34.47	0.21	
2025-01	38.92	0.35	
