month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2005-09	5.24	-0.32	
2005-10	4.35	-0.43	
2005-11	3.82	-0.5	
2005-12	3.6	-0.52	
2006-01	4.2	-0.44	
2006-02	4.95	-0.34	
2006-03	5.29	-0.29	
2006-04	6.21	-0.16	
2006-05	5.71	-0.23	
2006-06	5.34	-0.27	
2006-07	5.47	-0.25	
2006-08	4.79	-0.34	
2006-09	5.01	-0.31	
2006-10	5.18	-0.29	
2006-11	5.58	-0.23	
2006-12	7.59	0.04	
2007-01	12.55	0.7	
2007-02	14.16	0.9	
2007-03	14.71	0.94	
2007-04	15.56	1.02	
2007-05	17.06	1.18	
2007-06	16.78	1.11	
2007-07	13.11	0.63	
2007-08	17.3	1.12	
2007-09	21.05	1.53	
2007-10	19.8	1.33	
2007-11	16.36	0.9	
2007-12	18.41	1.11	
2008-01	17.92	1.02	
2008-02	15.31	0.71	
2008-03	11.85	0.31	
2008-04	8.94	-0.02	
2008-05	9.49	0.04	
2008-06	5.81	-0.37	
2008-07	5.38	-0.41	
2008-08	4.48	-0.51	
2008-09	3.93	-0.57	
2008-10	3.79	-0.58	
2009-02	5.59	-0.39	
2009-03	6.97	-0.23	
2009-04	7.59	-0.17	
2009-05	8.85	-0.03	
2009-06	8.57	-0.06	
2009-07	10.2	0.11	
2009-08	9.98	0.08	
2009-09	10.57	0.14	
2009-10	11.87	0.28	
2009-11	14.63	0.56	
2009-12	14.07	0.49	
2010-01	13.35	0.41	
2010-02	11.88	0.24	
2010-03	12.51	0.3	
2010-04	12.41	0.28	
2010-05	10.44	0.07	
2010-06	9.71	-0.01	
2010-07	9.53	-0.03	
2010-08	10.44	0.06	
2010-09	11.18	0.13	
2010-10	12.36	0.24	
2010-11	11.74	0.17	
2010-12	10.41	0.03	
2011-01	9.55	-0.06	
2011-02	9.94	-0.02	
2011-03	9.85	-0.03	
2011-04	9.92	-0.03	
2011-05	9.45	-0.08	
2011-06	8.86	-0.14	
2011-07	6.03	-0.41	
2011-08	4.48	-0.56	
2011-09	4.2	-0.59	
2011-10	4.33	-0.57	
2011-12	3.69	-0.63	
2012-01	4.05	-0.59	
2012-02	4.33	-0.55	
2012-03	4.67	-0.51	
2012-04	4.72	-0.5	
2012-05	4.96	-0.47	
2012-06	5.26	-0.43	
2012-07	5.03	-0.45	
2012-08	5.1	-0.44	
2012-09	5.07	-0.43	
2012-10	5.42	-0.39	
