month	ct_avg_前复权价格	股东人数
2014-12	1.24	49474.5	
2015-03	1.36	17884	
2015-06	2.21	22922	
2015-09	1.31	19289	
2015-12	1.7	26298	
2016-03	1.53	22828	
2016-06	1.66	25587	
2016-09	1.75	24997	
2016-12	1.55	29222	
2017-03	1.82	22608.5	
2017-04	2	20744	
2017-06	1.98	18695	
2017-08	2	22381	
2017-09	2.2	17132	
2017-12	1.97	22746	
2018-03	2.28	19622	
2018-06	2.29	18889	
2018-09	2.1	21821	
2018-12	1.67	23883	
2019-03	2.09	22706	
2019-06	1.81	22625	
2019-09	2.04	23381	
2019-12	2.12	19584	
2020-03	2.13	28721	
2020-06	2.24	27357	
2020-09	2.77	20986	
2020-12	3.49	30542	
2021-03	3.79	27070	
2021-06	3.89	25411	
2021-09	3.68	32280	
2021-12	4.51	25241	
2022-03	3.08	33882	
2022-06	3.02	37283	
2022-09	2.65	37058	
2022-12	3.11	27096	
2023-03	3.13	28433	
2023-06	3.02	27593	
2023-09	3.2	23682	
2023-12	2.95	24984	
2024-03	2.62	28046	
2024-06	3.03	24237	
2024-09	3.17	24370	
