month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-11	1.03	0.69	
2018-12	0.96	0.57	
2019-01	1.06	0.74	
2019-02	1.34	1.16	
2019-03	1.5	1.42	
2019-04	1.65	1.62	
2019-05	1.32	1.06	
2019-06	1.46	1.28	
2019-07	2	2.08	
2019-08	2.56	2.82	
2019-09	3.61	4.16	
2019-10	3.36	3.6	
2019-11	3.01	3.01	
2019-12	3.14	3.03	
2020-01	3.26	3.08	
2020-02	3.29	2.96	
2020-03	3.61	3.2	
2020-04	3.46	2.89	
2020-05	3.49	2.75	
2020-06	3.32	2.49	
2020-07	3.46	2.53	
2020-08	3.13	2.1	
2020-09	2.69	1.61	
2020-10	2.6	1.45	
2020-11	2.68	1.48	
2020-12	2.62	1.38	
2021-01	2.61	1.33	
2021-02	2.34	1.05	
2021-03	2.35	1.03	
2021-04	2.19	0.86	
2021-05	2.01	0.68	
2021-06	2.08	0.7	
2021-07	2.02	0.64	
2021-08	1.94	0.55	
2021-09	1.81	0.44	
2021-10	1.63	0.28	
2021-11	2.04	0.58	
2021-12	2.38	0.82	
2022-01	2.6	0.95	
2022-02	2.61	0.93	
2022-03	2.21	0.61	
2022-04	1.84	0.33	
2022-05	2.22	0.59	
2022-06	2.46	0.73	
2022-07	2.01	0.4	
2022-08	1.99	0.36	
2022-09	1.73	0.18	
2022-10	1.62	0.09	
2022-11	1.94	0.29	
2022-12	1.88	0.25	
2023-01	1.93	0.26	
2023-02	2.34	0.52	
2023-03	2.73	0.75	
2023-04	3.65	1.3	
2023-05	3.06	0.89	
2023-06	3.3	1.01	
2023-07	3.59	1.15	
2023-08	3.34	0.96	
2023-09	3.18	0.85	
2023-10	3.2	0.84	
2023-11	3.23	0.84	
2023-12	3.36	0.89	
2024-01	3.29	0.82	
2024-02	3.77	1.05	
2024-03	4.73	1.52	
2024-04	4.77	1.48	
2024-05	5.01	1.56	
2024-06	5.6	1.79	
2024-07	5.81	1.81	
2024-08	5.13	1.43	
2024-09	5.25	1.43	
2024-10	6.65	2	
2024-11	6.18	1.72	
2024-12	6.1	1.63	
2025-01	6.55	1.75	
2025-02	5.91	1.43	
