month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2018-11	7.63	0.19	
2018-12	7.14	0.14	
2019-01	7.89	0.28	
2019-02	9.97	0.63	
2019-03	11.14	0.84	
2019-04	12.21	1.04	
2019-05	9.72	0.64	
2019-06	10.76	0.83	
2019-07	14.72	1.51	
2019-08	18.81	2.19	
2019-09	26.56	3.4	
2019-10	24.68	2.99	
2019-11	22.1	2.51	
2019-12	23.06	2.59	
2020-01	23.92	2.64	
2020-02	24.15	2.58	
2020-03	26.55	2.84	
2020-04	25.43	2.58	
2020-05	25.48	2.49	
2020-06	24.25	2.25	
2020-07	25.27	2.31	
2020-08	22.83	1.92	
2020-09	19.66	1.47	
2020-10	18.94	1.34	
2020-11	19.52	1.36	
2020-12	19.08	1.27	
2021-01	19.02	1.22	
2021-02	17.09	0.97	
2021-03	17.17	0.95	
2021-04	15.99	0.79	
2021-05	14.7	0.63	
2021-06	15.2	0.66	
2021-07	14	0.52	
2021-08	12.68	0.36	
2021-09	11.85	0.26	
2021-10	10.65	0.13	
2021-11	13.33	0.39	
2021-12	15.59	0.61	
2022-01	16.99	0.73	
2022-02	17.1	0.72	
2022-03	14.86	0.48	
2022-04	12.05	0.19	
2022-05	14.39	0.41	
2022-06	15.93	0.54	
2022-07	12.98	0.24	
2022-08	12.89	0.22	
2022-09	11.19	0.05	
2022-10	10.52	-0.02	
2022-11	12.56	0.17	
2022-12	12.18	0.12	
2023-01	12.52	0.14	
2023-02	15.17	0.37	
2023-03	17.7	0.58	
2023-04	23.58	1.07	
2023-05	19.64	0.7	
2023-06	21.2	0.82	
2023-07	23.09	0.95	
2023-08	21.48	0.79	
2023-09	20.47	0.69	
2023-10	20.62	0.69	
2023-11	20.78	0.68	
2023-12	21.61	0.73	
2024-01	21.16	0.67	
2024-02	24.25	0.88	
2024-03	30.41	1.32	
2024-04	30.67	1.3	
2024-05	31.97	1.35	
2024-06	35.49	1.55	
2024-07	36.83	1.58	
2024-08	32.52	1.24	
2024-09	33.25	1.24	
2024-10	42.15	1.78	
2024-11	39.16	1.52	
2024-12	38.64	1.44	
2025-01	41.48	1.56	
2025-02	37.44	1.26	
