month	ct_avg_Tdx收盘价	人均持股
2002-06	12.67	2134	
2002-09	12.14	1952	
2002-12	10.08	1974	
2003-03	10.03	1961	
2003-06	9.88	2128	
2003-09	9.69	2209	
2003-12	8.19	2324	
2004-03	10.75	2705	
2004-06	10.58	2907	
2004-09	10.73	3865	
2004-12	12.87	5156	
2005-03	12.2	7481	
2005-06	7.68	6058	
2005-09	7.92	5372	
2005-12	6.49	5595	
2006-03	6.64	7950	
2006-06	8.22	7883	
2006-09	9.83	6897	
2006-12	10.99	8769	
2007-03	17.23	4916	
2007-06	24.95	9356	
2007-09	30.68	5387	
2007-12	24.9	9715	
2008-03	25.91	9596	
2008-06	22.42	11561	
2008-09	10.63	10778	
2008-12	11.13	11904	
2009-03	14.06	12459	
2009-06	15.91	17187	
2009-09	17.23	20348	
2009-12	22.77	22019	
2010-03	19.69	10733	
2010-06	13.87	8530	
2010-09	14.57	7822	
2010-12	14.82	8236	
2011-03	16.74	11067	
2011-06	15.88	11510	
2011-09	10.14	14974	
2011-12	8.78	20071	
2012-03	9.08	18718	
2012-06	7.74	18335	
2012-09	6.53	17276	
2012-12	6.92	18764	
2013-03	8.19	17622	
2013-06	6.41	15748	
2013-09	6.16	15744	
2013-12	7.04	17707	
2014-03	6.12	15987	
2014-06	7	17164	
2014-09	8.5	16929	
2014-12	10.44	16978	
2015-03	11.64	16271	
2015-06	18.7	13446	
2015-09	12.21	16913	
2015-12	14.4	17951	
2016-03	11.97	17598	
2016-06	10.66	24083	
2016-09	10.76	29829	
2016-12	12.52	33728	
2017-02	13.87	33549	
2017-03	13.27	32276	
2017-06	11.99	45806	
2017-09	11.97	48034	
2017-12	14.64	43935	
2018-03	17.03	39264	
2018-06	18.4	40554	
2018-09	16.01	35099	
2018-12	12.71	27179	
2019-03	14.54	23694	
2019-06	14.2	27919	
2019-09	16.9	37001	
2019-12	17.97	47375	
2020-03	16.4	34196	
2020-06	18.52	43901	
2020-09	25.52	56377	
2020-12	35.84	59164	
2021-03	37.45	47646	
2021-06	32.43	38983	
2021-09	36.69	29597	
2021-12	31.49	28422	
2022-03	33.47	36412	
2022-06	29.51	28852	
2022-09	29.35	36759	
2022-12	32.32	51026	
2023-03	34.75	55301	
2023-06	30.37	52933	
2023-09	33.03	59434	
2023-12	27.71	50911	
2024-03	25.9	48304	
2024-06	27.67	48822	
2024-09	21.68	40441	
