month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2013-12	28.86	76.03	
2014-01	34.1	93.62	
2014-02	37.67	95.31	
2014-03	32.18	72.36	
2014-04	27.69	39.03	
2014-05	25.42	11.34	
2014-06	14.95	-28.53	
2014-07	15.53	-49.22	
2014-08	17.35	-47.14	
2014-09	19	-44.77	
2014-10	17.26	-63.39	
2014-11	17.91	-53.21	
2014-12	16.85	-67.97	
2015-01	17.46	-62.54	
2015-02	18.76	-25.6	
2015-03	25.15	28.84	
2015-04	36.62	54.69	
2015-05	41.52	70.94	
2015-06	40.84	79.25	
2015-07	29.1	58.53	
2015-08	25.55	37.54	
2015-09	21.38	-7.63	
2015-10	26.98	5.51	
2015-11	28.08	16.92	
2015-12	26.66	7.18	
2016-01	20.48	-42.68	
2016-02	20.64	-56.85	
2016-03	19.95	-69.64	
2016-04	23.26	-52.86	
2016-05	21.36	-65.39	
2016-06	23.76	-36.61	
2016-07	24.56	3.61	
2016-08	23.39	-4.19	
2016-09	15.72	-45.4	
2016-10	11.93	-89.01	
2016-11	11.58	-93.63	
2016-12	10.61	-98.05	
2017-01	10.07	-95.88	
2017-02	10.34	-84.87	
2017-03	10.44	-77.21	
2017-04	10	-91.72	
2017-05	9.48	-94.69	
2017-06	10.61	-57.95	
2017-07	11.17	-22.66	
2017-08	12.46	11.26	
2017-09	15	37.42	
2017-10	16.97	54.67	
2017-11	19.29	73.62	
2017-12	17.82	73.47	
2018-01	17.38	67.25	
2018-02	15.35	37.98	
2018-03	17.75	61.04	
2018-04	18.01	70.54	
2018-05	17.16	61.24	
2018-06	9.75	-28.04	
2018-07	8.14	-58.68	
2018-08	7.04	-75.58	
2018-09	6.83	-83.51	
2018-10	5.82	-90.82	
2018-11	7.77	-66.48	
2018-12	9.33	-40.67	
2019-01	10.03	-22.81	
2019-02	12.31	14.23	
2019-03	11.65	17.94	
2019-04	12.36	39.88	
2019-05	10.12	10.85	
2019-06	9.15	-17.25	
2019-07	9.84	-11.49	
2019-08	10.92	14.49	
2019-09	12.13	46.34	
2019-10	10.34	12.95	
2019-11	10.02	-19.77	
2019-12	10.89	7.63	
2020-01	11.46	39.34	
2020-02	11.78	36.3	
2020-03	10.93	39.29	
2020-04	9.93	-10.54	
2020-05	10.94	12.95	
2020-06	12.41	63.48	
2020-07	18.13	95.65	
2020-08	20.7	95.83	
2020-09	24.84	98.05	
2020-10	31	97.77	
2020-11	46.26	98.55	
2020-12	60.12	98.91	
2021-01	89.99	99.37	
2021-02	102.78	95.83	
2021-03	71.9	72.9	
2021-04	73.89	65.56	
2021-05	86.29	83.23	
2021-06	97.97	89.46	
2021-07	126.68	94.64	
2021-08	149.61	94.11	
2021-09	138.22	83.04	
2021-10	159.07	92.41	
2021-11	155.95	88.8	
2021-12	145.55	68.56	
2022-01	124.72	31.3	
2022-02	107.41	2.01	
2022-03	117.74	-1.01	
2022-04	81.81	-36.47	
2022-05	74.54	-47.56	
2022-06	91.43	-38.52	
2022-07	112.78	-17.86	
2022-08	129.07	16.93	
2022-09	115.11	11.01	
2022-10	128.28	33.37	
2022-11	121.88	38.03	
2022-12	103.94	-13.47	
2023-01	121.34	8.98	
2023-02	120.02	37.19	
2023-03	107.42	-0.85	
2023-04	105.44	-40.88	
2023-05	112.65	-20.36	
2023-06	109.67	-39.06	
2023-07	113.92	-9.35	
2023-08	105.36	-63.67	
2023-09	90.86	-92.9	
2023-10	84.17	-95.74	
2023-11	86.51	-88.96	
2023-12	80.86	-94.56	
2024-01	85.53	-73.7	
2024-02	83.49	-77.81	
2024-03	101.32	-21.6	
2024-04	100.17	1.52	
2024-05	103.08	22.68	
2024-06	78.69	-18.09	
2024-07	65.73	-63.16	
2024-08	69.61	-73.82	
2024-09	78.84	-58.97	
2024-10	95.29	-7.79	
2024-11	85.72	-5.23	
2024-12	77.54	-40.34	
2025-01	73.11	-70.59	
