month	ct_avg_Tdx收盘价	股东人数
2007-06	9.85	65612	
2007-09	11.42	54557	
2007-12	10.11	39449	
2008-03	7.78	45597	
2008-06	5.62	44631	
2008-09	5.04	44325	
2008-12	4.13	49339	
2009-03	4.65	49219	
2009-06	5.63	48969	
2009-12	7.58	44663	
2010-06	5.43	43684	
2010-12	5.37	46150	
2011-06	4.85	57636	
2011-12	4.04	43180	
2012-06	4.04	41732	
2012-12	3.98	40745	
2013-06	3.91	39996	
2013-12	3.94	39449	
2014-06	4.3	38795	
2014-12	6.88	37659	
2015-06	7.97	34200	
2015-12	7.48	33808	
2016-06	5.63	33611	
2016-12	6.68	33228	
2017-06	6.16	32719	
2017-12	6.26	31497	
2018-03	6.65	30429	
2018-06	6.24	30206	
2018-09	5.86	30085	
2018-12	5.54	29982	
2019-03	6.43	30044	
2019-06	5.94	29719	
2019-09	5.73	29567	
2019-12	6.08	29434	
2020-03	5.36	29300	
2020-06	5.08	29159	
2020-09	5.11	28772	
2020-12	5.14	28596	
2021-03	5.32	28296	
2021-06	5.18	28075	
2021-09	4.66	27854	
2021-12	4.56	27693	
2022-03	4.67	27554	
2022-06	4.74	27418	
2022-09	4.59	27235	
2022-12	4.99	27122	
2023-06	6.28	26774	
2023-09	5.67	26614	
2023-12	5.29	26534	
2024-03	6.3	26400	
2024-06	6.67	26196	
2024-09	6.09	26032	
