month	ct_avg_Tdx收盘价	人均持股
2007-06	9.85	176731	
2007-09	11.42	227318	
2007-12	10.11	314376	
2008-03	7.78	271987	
2008-06	5.62	277874	
2008-09	5.04	279792	
2008-12	4.13	251359	
2009-03	4.65	251972	
2009-06	5.63	253258	
2009-12	7.58	277675	
2010-06	5.43	239847	
2010-12	5.37	227031	
2011-06	4.85	181787	
2011-12	4.04	344654	
2012-06	4.04	356613	
2012-12	3.98	318022	
2013-06	3.91	372091	
2013-12	3.94	377251	
2014-06	4.3	383610	
2014-12	6.88	395182	
2015-06	7.97	435151	
2015-12	7.48	440196	
2016-06	5.63	442777	
2016-12	6.68	447880	
2017-06	6.16	454848	
2017-12	6.26	472495	
2018-03	6.65	489078	
2018-06	6.24	492689	
2018-09	5.86	494671	
2018-12	5.54	496370	
2019-03	6.43	495346	
2019-06	5.94	500763	
2019-09	5.73	503337	
2019-12	6.08	505611	
2020-03	5.36	507924	
2020-06	5.08	510380	
2020-09	5.11	517245	
2020-12	5.14	520428	
2021-03	5.32	525946	
2021-06	5.18	530086	
2021-09	4.66	534292	
2021-12	4.56	537398	
2022-03	4.67	540109	
2022-06	4.74	542788	
2022-09	4.59	546435	
2022-12	4.99	548712	
2023-06	6.28	555844	
2023-09	5.67	559186	
2023-12	5.29	560871	
2024-03	6.3	563718	
2024-06	6.67	568108	
2024-09	6.09	571687	
