month	ct_avg_Tdx收盘价	股东人数
2002-12	11.77	42956	
2003-03	13.22	35501	
2003-06	13.56	30187	
2003-09	11.75	30538	
2003-12	11.49	31538	
2004-03	12.6	29418	
2004-06	9.31	28436	
2004-09	6.87	32668	
2004-12	6.89	41116	
2005-03	6.14	46366	
2005-06	4.39	44777	
2005-09	4.92	37472	
2005-12	4.13	38090	
2006-03	5.28	39157	
2006-06	7.15	40357	
2006-12	6.33	55521	
2007-03	9.25	45300	
2007-06	11.98	54737	
2007-09	13.94	56406	
2007-12	11.83	71716	
2008-03	12.56	88818	
2008-06	7.58	85489	
2008-09	4.96	87044	
2008-12	4.71	74729	
2009-03	6.05	68125	
2009-06	7.16	84346	
2009-09	6.79	80791	
2009-12	9.24	73101	
2010-03	10.23	63695	
2010-06	8.13	59760	
2010-09	9.74	58130	
2010-12	10.59	59444	
2011-03	10.4	64693	
2011-06	8.12	69097	
2011-09	8.85	55787	
2011-12	8.9	53009	
2012-03	9.28	50142	
2012-06	9.56	48672	
2012-09	8.78	47008	
2012-12	8.97	43561	
2013-03	13.63	31283	
2013-06	14.1	29928	
2013-09	20.53	27399	
2013-12	22.34	33085	
2014-03	18.04	47405	
2014-06	16.31	48038	
2014-09	16.67	55563	
2014-12	16.67	54193	
2015-03	18.84	43865	
2015-06	24.23	57478	
2015-09	15.48	51454	
2015-12	15.64	51677	
2016-03	11.34	48667	
2016-06	12.48	45967	
2016-09	14.07	46235	
2016-12	13.24	46150	
2017-02	13.1	45532	
2017-03	13.12	45743	
2017-06	12.26	44732	
2017-09	13.05	44312	
2017-12	14.36	43217	
2018-03	13.28	47115	
2018-06	10.76	50528	
2018-09	9.32	50581	
2018-12	8.08	48858	
2019-02	8.88	48389	
2019-03	9.87	46712	
2019-06	10.42	44860	
2019-09	11.1	46196	
2019-12	11.65	39580	
2020-03	10.81	43591	
2020-06	15.27	44051	
2020-09	17.87	66247	
2020-12	16.14	75126	
2021-03	17.31	69530	
2021-06	15.3	92284	
2021-09	13.21	100025	
2021-12	14.46	88281	
2022-03	12.08	87753	
2022-06	11.97	88932	
2022-09	10.76	90838	
2022-12	10.76	94013	
2023-03	10.63	87501	
2023-06	10.8	80998	
2023-09	10.44	78943	
2023-12	8.88	83662	
2024-03	9.18	79664	
2024-06	8.22	80527	
2024-09	7.75	82227	
