month	ct_avg_Tdx收盘价	人均持股
2002-12	11.77	3492	
2003-03	13.22	4225	
2003-06	13.56	4969	
2003-09	11.75	4912	
2003-12	11.49	4756	
2004-03	12.6	5099	
2004-06	9.31	8440	
2004-09	6.87	7347	
2004-12	6.89	5837	
2005-03	6.14	5176	
2005-06	4.39	5360	
2005-09	4.92	6405	
2005-12	4.13	6301	
2006-03	5.28	6129	
2006-06	7.15	5947	
2006-12	6.33	4841	
2007-03	9.25	5934	
2007-06	11.98	4911	
2007-09	13.94	4765	
2007-12	11.83	4307	
2008-03	12.56	3478	
2008-06	7.58	3613	
2008-09	4.96	3549	
2008-12	4.71	4134	
2009-03	6.05	4534	
2009-06	7.16	4280	
2009-09	6.79	5113	
2009-12	9.24	7076	
2010-03	10.23	8121	
2010-06	8.13	8656	
2010-09	9.74	8899	
2010-12	10.59	8702	
2011-03	10.4	16105	
2011-06	8.12	15079	
2011-09	8.85	18676	
2011-12	8.9	19655	
2012-03	9.28	20779	
2012-06	9.56	21406	
2012-09	8.78	22164	
2012-12	8.97	23918	
2013-03	13.63	33390	
2013-06	14.1	34902	
2013-09	20.53	44541	
2013-12	22.34	36947	
2014-03	18.04	25786	
2014-06	16.31	25446	
2014-09	16.67	22000	
2014-12	16.67	22592	
2015-03	18.84	27911	
2015-06	24.23	21300	
2015-09	15.48	23794	
2015-12	15.64	23691	
2016-03	11.34	25157	
2016-06	12.48	26634	
2016-09	14.07	26480	
2016-12	13.24	26529	
2017-02	13.1	26889	
2017-03	13.12	26765	
2017-06	12.26	27370	
2017-09	13.05	27629	
2017-12	14.36	28329	
2018-03	13.28	25985	
2018-06	10.76	24230	
2018-09	9.32	24205	
2018-12	8.08	25058	
2019-02	8.88	25301	
2019-03	9.87	26210	
2019-06	10.42	27292	
2019-09	11.1	26502	
2019-12	11.65	30932	
2020-03	10.81	28086	
2020-06	15.27	27793	
2020-09	17.87	18481	
2020-12	16.14	16297	
2021-03	17.31	17608	
2021-06	15.3	13267	
2021-09	13.21	12240	
2021-12	14.46	13868	
2022-03	12.08	13952	
2022-06	11.97	14603	
2022-09	10.76	14297	
2022-12	10.76	13814	
2023-03	10.63	14842	
2023-06	10.8	17018	
2023-09	10.44	17461	
2023-12	8.88	16476	
2024-03	9.18	17303	
2024-06	8.22	17118	
2024-09	7.75	16764	
