month	ct_avg_前复权价格	股东人数
2021-04	0.95	54695	
2021-05	0.92	27933.33	
2021-06	1	21163.33	
2021-07	1.02	18200	
2021-08	0.91	17300	
2021-09	0.87	16738.67	
2021-10	0.89	14200	
2021-11	0.93	11000	
2021-12	0.88	10237	
2022-01	0.85	9766.67	
2022-02	0.84	9600	
2022-03	0.76	9430	
2022-04	0.71	8633.33	
2022-05	0.77	8700	
2022-06	0.76	9382.33	
2022-07	0.68	10833.33	
2022-08	0.6	12100	
2022-09	0.55	13346.67	
2022-10	0.47	14050	
2022-11	0.49	13466.67	
2022-12	0.56	11636	
2023-01	0.65	10066.67	
2023-02	0.62	10433.33	
2023-03	0.54	11962	
2023-04	0.5	13000	
2023-05	0.45	14000	
2023-06	0.48	12614	
2023-07	0.56	10333.33	
2023-08	0.56	9666.67	
2023-09	0.55	9348.5	
2023-10	0.54	9000	
2023-11	0.52	9666.67	
2023-12	0.53	9288.5	
2024-01	0.55	8666.67	
2024-02	0.61	9000	
2024-03	0.61	9590	
2024-04	0.68	9166.67	
2024-05	0.73	9566.67	
2024-06	0.72	9732.75	
2024-07	0.63	9633.33	
2024-08	0.66	8600	
2024-09	0.71	9691.33	
2024-10	0.75	10966.67	
2024-11	0.74	10000	
2024-12	0.81	8800	
2025-01	0.8	8933.33	
