month	ct_avg_Tdx收盘价	人均持股
2021-04	95.3	1559.5	
2021-05	91.64	2799	
2021-06	99.49	3664.67	
2021-07	101.7	4330.5	
2021-08	90.69	4549.5	
2021-09	86.22	4704.33	
2021-10	88.09	5855	
2021-11	92.36	7607	
2021-12	87.39	8160.5	
2022-01	84.44	8561.67	
2022-02	82.98	8696	
2022-03	77.66	8858.33	
2022-04	70.17	12040	
2022-05	75.93	16800	
2022-06	74.56	15589	
2022-07	66.23	13551	
2022-08	59.01	12084.67	
2022-09	53.6	10948.67	
2022-10	45.67	10427.5	
2022-11	47.83	10865.33	
2022-12	54.57	12573	
2023-01	62.96	14541	
2023-02	60.78	14021.33	
2023-03	52.62	12212	
2023-04	48.65	11237	
2023-05	43.28	10434	
2023-06	45.41	11591.5	
2023-07	52.8	14165.33	
2023-08	53.33	15149	
2023-09	51.74	15655	
2023-10	51.17	16231	
2023-11	49	15149	
2023-12	50	15757	
2024-01	52.47	16907.33	
2024-02	57.91	16231	
2024-03	57.65	15263.5	
2024-04	64.13	51767.67	
2024-05	69.15	121988.33	
2024-06	67.04	119961	
2024-07	59.11	121268.67	
2024-08	61.59	135807	
2024-09	66.39	123055.67	
2024-10	70.17	106621.33	
2024-11	69.05	116843.67	
2024-12	75.61	132647.67	
2025-01	74.81	130659	
