month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-03	12.72	8.83	-0.15	-62.05	0.76	-59.86	
2012-04	13.07	9.12	-0.12	-47.68	0.79	-42.33	
2012-05	14.24	9.89	-0.04	-7.47	0.91	-2.15	
2012-06	13.94	9.7	-0.06	9.6	0.84	13.39	
2012-07	13.09	9.14	-0.11	-9.66	0.71	-3.17	
2012-08	12.55	8.76	-0.14	-33.62	0.61	-27.25	
2012-09	12.32	8.6	-0.15	-55.98	0.56	-50.76	
2012-10	12.25	8.55	-0.15	-59.87	0.53	-55.36	
2012-11	10.5	7.33	-0.27	-81.98	0.3	-75.77	
2012-12	11.21	7.14	-0.22	-75.89	0.25	-70.62	
2013-01	12.35	8.62	-0.15	-47.5	0.49	-35.54	
2013-02	13.17	9.2	-0.09	-3.99	0.56	-3.93	
2013-03	11.82	8.26	-0.18	-37.46	0.38	-29.21	
2013-04	11.49	8.02	-0.21	-70.44	0.33	-56.5	
2013-05	13.29	9.32	-0.08	-6.41	0.52	10.88	
2013-06	12.41	8.73	-0.15	-2.52	0.41	20.69	
2013-07	14.84	10.44	0.02	41.65	0.65	52.99	
2013-08	17.22	12.11	0.17	75.12	0.88	79.63	
2013-09	19.98	14.06	0.35	93.37	1.14	96.05	
2013-10	20.81	14.64	0.39	93.35	1.19	93.35	
2013-11	19.71	13.87	0.31	84.06	1.03	84.01	
2013-12	19.51	13.72	0.28	74.56	0.97	74.55	
2014-01	19.21	13.52	0.25	62.07	0.9	62.03	
2014-02	20.95	14.74	0.35	81.08	1.04	81.42	
2014-03	20.48	14.77	0.31	80	1	86.65	
2014-04	26.89	18.19	0.7	94.7	1.41	96.51	
2014-05	26.64	18.78	0.66	92.37	1.43	92.5	
2014-06	28.56	20.21	0.75	97.37	1.55	97.37	
2014-07	29.55	20.91	0.79	92.12	1.57	92.24	
2014-08	29.54	20.9	0.76	88.78	1.51	88.86	
2014-09	35.76	25.27	1.1	99.2	1.95	98.98	
2014-10	40.44	28.46	1.32	97.02	2.21	96.03	
2014-11	50.43	30.76	1.83	99.7	2.36	98.35	
2014-12	58.98	40.91	2.21	96.51	3.28	96.51	
