month	ct_avg_Tdx收盘价	股东人数
2002-12	2.87	641361	
2003-03	2.94	563360	
2003-06	3.29	450469	
2003-09	3.15	414252	
2003-12	3.8	427322	
2004-03	4.79	575953	
2004-06	3.74	623713	
2004-09	3.32	667457	
2004-12	3	728758	
2005-03	2.96	725753	
2005-06	2.61	677595	
2005-09	2.65	646787	
2005-12	2.74	578642	
2006-03	2.71	590238	
2006-06	2.41	660772	
2006-09	2.42	542286	
2006-12	3.94	613102	
2007-03	5.28	756450	
2007-06	5.77	955233	
2007-09	8.68	797453	
2007-12	10.52	1096884	
2008-03	9.48	1548392	
2008-06	7.36	1588565	
2008-09	4.73	1462772	
2008-12	5.47	1430354	
2009-03	5.28	1312157	
2009-06	6.56	1185941	
2009-09	6.63	1169344	
2009-12	6.81	1115690	
2010-03	6.47	1156445	
2010-06	5.16	1169461	
2010-09	5.06	1109853	
2010-12	5.43	992506	
2011-03	5.83	906845	
2011-06	5.42	851848	
2011-09	5.13	824706	
2011-12	5.09	790012	
2012-03	4.56	898412	
2012-06	3.91	891219	
2012-09	3.69	868696	
2012-12	3.38	859862	
2013-03	3.47	852434	
2013-06	3.44	823977	
2013-09	3.33	817710	
2013-12	3.3	808675	
2014-03	3.13	799230	
2014-06	3.19	763906	
2014-09	3.55	720283	
2014-12	4.56	705871	
2015-03	5.4	718262	
2015-06	8.7	909581	
2015-09	6.21	737622	
2015-12	6.24	653588	
2016-03	4.34	660707	
2016-06	3.88	654537	
2016-09	4.17	609113	
2016-12	7.15	638110	
2017-02	6.72	633697	
2017-03	7.5	587153	
2017-09	7.54	787261	
2017-12	6.79	754738	
2018-03	6.1	760614	
2018-06	5.17	742644	
2018-09	5.53	722566	
2018-12	5.25	697464	
2019-03	6.88	679380	
2019-06	6.17	685864	
2019-09	6.19	650727	
2019-12	5.75	639515	
2020-03	5.45	655091	
2020-06	4.96	664253	
2020-09	5.03	630102	
2020-12	4.65	635642	
2021-02	4.22	641373	
2021-03	4.39	637180	
2021-06	4.41	593121	
2021-09	4.22	594383	
2021-12	3.93	593202	
2022-03	3.67	584621	
2022-06	3.48	575312	
2022-09	3.48	553429	
2022-12	4.79	553063	
2023-03	5.78	628449	
2023-06	5.03	605567	
2023-09	5.12	594969	
2023-12	4.34	590009	
2024-03	4.7	555714	
2024-06	4.54	537325	
2024-09	4.65	496467	
