month	ct_avg_Tdx收盘价	股东人数
2002-03	5.03	4052	
2002-06	4.85	4016	
2002-09	5.31	3967	
2002-12	4.52	3932	
2003-03	5.04	4524	
2003-06	5.32	3712	
2003-09	5.04	3460	
2003-12	7.18	2664	
2004-03	8.87	1814	
2004-06	7.18	1762	
2004-12	5.95	4648	
2005-03	5.58	4634	
2005-06	4.48	4657	
2005-09	5.31	1507	
2005-12	4.95	1480	
2006-03	7.26	1314	
2006-06	10.73	1113	
2006-09	10.42	1649	
2006-12	11.58	1054	
2007-03	18.95	1032	
2007-09	45.1	1798	
2007-12	49.36	1855	
2008-03	41.7	7747	
2008-06	23.68	1239	
2008-12	11.81	1224	
2009-03	19.48	1243	
2009-06	31.23	1247	
2009-09	36.98	1163	
2009-12	40.49	1127	
2010-06	27.7	1161	
2010-09	31.78	1148	
2010-12	39.63	1072	
2011-03	40.12	1054	
2011-06	33.61	1051	
2011-09	29.92	1022	
2011-12	22.88	1035	
2012-03	25.99	1663	
2012-06	24.54	1049	
2012-09	21.78	1055	
2023-03	19.44	136403	
2024-06	24.33	106727	
