month	ct_avg_前复权价格	股东人数
2002-03	1.09	4052	
2002-06	1.05	4016	
2002-09	1.16	3967	
2002-12	0.99	3932	
2003-03	1.1	4524	
2003-06	1.16	3712	
2003-09	1.11	3460	
2003-12	1.58	2664	
2004-03	1.95	1814	
2004-06	1.6	1762	
2004-12	1.33	4648	
2005-03	1.25	4634	
2005-06	1.03	4657	
2005-09	1.22	1507	
2005-12	1.14	1480	
2006-03	1.65	1314	
2006-06	3	1113	
2006-09	2.98	1649	
2006-12	3.31	1054	
2007-03	5.08	1032	
2007-09	13.08	1798	
2007-12	14.32	1855	
2008-03	12.03	7747	
2008-06	6.95	1239	
2008-12	3.47	1224	
2009-03	5.69	1243	
2009-06	9.2	1247	
2009-09	10.91	1163	
2009-12	11.94	1127	
2010-06	8.18	1161	
2010-09	9.41	1148	
2010-12	11.74	1072	
2011-03	11.88	1054	
2011-06	9.96	1051	
2011-09	8.91	1022	
2011-12	6.87	1035	
2012-03	7.81	1663	
2012-06	7.39	1049	
2012-09	6.69	1055	
2023-03	6.96	136403	
2024-06	8.95	106727	
