month	ct_avg_Tdx收盘价	人均持股
2002-03	5.03	285410	
2002-06	4.85	287969	
2002-09	5.31	291526	
2002-12	4.52	294121	
2003-03	5.04	255633	
2003-06	5.32	311552	
2003-09	5.04	334243	
2003-12	7.18	434115	
2004-03	8.87	637531	
2004-06	7.18	656346	
2004-12	5.95	248813	
2005-03	5.58	249565	
2005-06	4.48	248332	
2005-09	5.31	920691	
2005-12	4.95	937488	
2006-03	7.26	1055922	
2006-06	10.73	1246615	
2006-09	10.42	841408	
2006-12	11.58	1316397	
2007-03	18.95	1344459	
2007-09	45.1	771681	
2007-12	49.36	747969	
2008-03	41.7	179099	
2008-06	23.68	1119840	
2008-12	11.81	1133564	
2009-03	19.48	1116237	
2009-06	31.23	1112656	
2009-09	36.98	1193020	
2009-12	40.49	1231129	
2010-06	27.7	1195075	
2010-09	31.78	1208608	
2010-12	39.63	1294293	
2011-03	40.12	1316397	
2011-06	33.61	1320154	
2011-09	29.92	1357614	
2011-12	22.88	1340562	
2012-03	25.99	834325	
2012-06	24.54	1322671	
2012-09	21.78	1315149	
2023-03	19.44	15214	
2024-06	24.33	19444	
