month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2016-12	22.41	-0.12	
2017-01	22.15	-0.13	
2017-02	24.23	-0.05	
2017-03	26.94	0.05	
2017-04	28.66	0.11	
2017-05	30.62	0.19	
2017-06	35.28	0.37	
2017-07	37.1	0.44	
2017-08	35.47	0.38	
2017-09	36.8	0.43	
2017-10	39.84	0.54	
2017-11	37.81	0.46	
2017-12	37.22	0.43	
2018-01	40.96	0.56	
2018-02	39.7	0.51	
2018-03	42.98	0.63	
2018-04	38.95	0.48	
2018-05	37.57	0.44	
2018-06	28.47	0.11	
2018-07	16.41	-0.35	
2018-08	15.62	-0.37	
2018-09	14.7	-0.41	
2018-10	12.48	-0.49	
2018-11	14.25	-0.42	
2018-12	14.39	-0.41	
2019-01	14.62	-0.4	
2019-02	17.46	-0.28	
2019-03	20.42	-0.15	
2019-04	20.63	-0.13	
2019-05	20.01	-0.15	
2019-06	20.71	-0.11	
2019-07	22.95	-0.01	
2019-08	21.84	-0.06	
2019-09	21.38	-0.07	
2019-10	22.23	-0.03	
2019-11	24.31	0.05	
2019-12	24.23	0.04	
2020-01	27.28	0.17	
2020-02	29	0.23	
2020-03	32.63	0.38	
2020-04	37.63	0.57	
2020-05	37.91	0.57	
2020-06	40.05	0.64	
2020-07	50.23	1.02	
2020-08	55.45	1.19	
2020-09	56.76	1.21	
2020-10	47.65	0.83	
2020-11	37.22	0.41	
2020-12	36.02	0.36	
2021-01	47.68	0.77	
2021-02	51.92	0.9	
2021-03	48.15	0.74	
2021-04	54.58	0.95	
2021-05	57.48	1.02	
2021-06	57.51	0.99	
2021-07	52.45	0.8	
2021-08	53.27	0.8	
2021-09	45.6	0.53	
2021-10	45.02	0.49	
2021-11	40.9	0.35	
2021-12	47.01	0.54	
2022-01	50.04	0.62	
2022-02	49.59	0.6	
2022-03	42.83	0.37	
2022-04	44.97	0.43	
2022-05	45.1	0.43	
2022-06	46.79	0.47	
2022-07	44.17	0.38	
2022-08	35.66	0.11	
2022-09	28.83	-0.1	
2022-10	24.93	-0.23	
2022-11	30.06	-0.07	
2022-12	33.74	0.04	
2023-01	36.88	0.14	
2023-02	35.62	0.1	
2023-03	33.87	0.04	
2023-04	32.57	0	
2023-05	27.54	-0.15	
2023-06	28.45	-0.12	
2023-07	27.39	-0.15	
2023-08	29.32	-0.09	
2023-09	28.2	-0.11	
2023-10	24.58	-0.23	
2023-11	23.18	-0.27	
2023-12	19.5	-0.39	
2024-01	17.5	-0.45	
2024-02	16.52	-0.48	
2024-03	16.77	-0.47	
2024-04	14.54	-0.54	
2024-05	15.84	-0.5	
2024-06	13.78	-0.57	
2024-07	12.75	-0.6	
2024-08	11.37	-0.64	
2024-09	10.72	-0.66	
2024-10	13.77	-0.56	
2024-11	14.29	-0.55	
2024-12	13.5	-0.57	
2025-01	12.46	-0.6	
2025-02	12.01	-0.61	
