month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2023-03	30.77	0.07	
2023-04	31.95	0.12	
2023-05	30	0.06	
2023-06	29.66	0.06	
2023-07	31.24	0.12	
2023-08	31.68	0.16	
2023-09	31.25	0.16	
2023-10	31.4	0.17	
2023-11	30.57	0.14	
2023-12	28.81	0.08	
2024-01	25.74	-0.04	
2024-02	24.09	-0.09	
2024-03	25.54	-0.03	
2024-04	25.5	-0.03	
2024-05	28.29	0.07	
2024-06	29.53	0.12	
2024-07	30.77	0.17	
2024-08	30.91	0.17	
2024-09	30.66	0.16	
2024-10	36.55	0.37	
2024-11	36.59	0.36	
2024-12	37.97	0.4	
2025-01	37.11	0.36	
