month	ct_avg_Tdx收盘价	股东人数
2018-09	24.08	312805.5	
2018-12	17.82	141752	
2019-02	21.9	93086	
2019-03	26.27	66999	
2019-06	26.59	50920	
2019-09	39.46	39996	
2019-12	48.17	46713	
2020-03	36.52	57544	
2020-06	48.8	42041	
2020-09	53.01	36419	
2020-12	51.68	49446	
2021-03	38.07	56869	
2021-06	31.92	85150	
2021-09	31.92	59181	
2021-12	40.75	43626	
2022-03	30.9	48514	
2022-06	29.42	56813	
2022-09	27.51	74024	
2022-12	28.12	60242	
2023-03	29.79	65035	
2023-06	24.7	85267	
2023-09	20.76	85088	
2023-12	21.11	74374	
2024-03	22.81	73888	
2024-06	35.23	59381	
2024-09	33.11	49084	
