month	ct_avg_前复权价格	股东人数
2018-09	1.04	312805.5	
2018-12	0.77	141752	
2019-02	0.95	93086	
2019-03	1.14	66999	
2019-06	1.17	50920	
2019-09	1.74	39996	
2019-12	2.12	46713	
2020-03	1.61	57544	
2020-06	2.16	42041	
2020-09	2.36	36419	
2020-12	2.3	49446	
2021-03	1.7	56869	
2021-06	1.44	85150	
2021-09	1.45	59181	
2021-12	1.85	43626	
2022-03	1.4	48514	
2022-06	1.35	56813	
2022-09	1.27	74024	
2022-12	1.3	60242	
2023-03	1.37	65035	
2023-06	1.16	85267	
2023-09	0.98	85088	
2023-12	1	74374	
2024-03	1.08	73888	
2024-06	1.69	59381	
2024-09	1.59	49084	
