month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-11	3.88	1.46	0.09	-37.54	0.28	11.97	
2018-12	3.78	1.42	0.06	-46.47	0.23	-3.17	
2019-01	3.89	1.46	0.09	-26.91	0.27	5.48	
2019-02	4.1	1.54	0.15	25.06	0.34	54.64	
2019-03	4.2	1.57	0.18	43.67	0.35	60.93	
2019-04	4.21	1.58	0.18	59.31	0.36	72.83	
2019-05	3.91	1.47	0.09	24.73	0.26	41.88	
2019-06	3.95	1.49	0.1	17.2	0.27	36.47	
2019-07	3.83	1.5	0.07	-23.99	0.27	30.59	
2019-08	3.75	1.47	0.05	-47.16	0.25	3.41	
2019-09	3.94	1.54	0.1	-26.12	0.29	31.83	
2019-10	4.43	1.73	0.23	38.59	0.45	79.46	
2019-11	4.34	1.69	0.21	66.2	0.41	82.36	
2019-12	4.34	1.7	0.2	75	0.4	81.49	
2020-01	4.26	1.67	0.18	70.54	0.37	75.39	
2020-02	3.86	1.51	0.06	6.61	0.24	20.58	
2020-03	3.73	1.46	0.02	-27.76	0.19	-13.35	
2020-04	3.61	1.41	-0.01	-58.16	0.14	-40.82	
2020-05	3.7	1.45	0.01	-51.94	0.17	-42.36	
2020-06	3.77	1.49	0.03	-40.58	0.19	-34.51	
2020-07	4.01	1.66	0.09	-9.74	0.32	21.74	
2020-08	3.89	1.61	0.06	-22.53	0.27	39.92	
2020-09	3.72	1.54	0.01	-57.31	0.21	10.47	
2020-10	3.98	1.65	0.08	-19.98	0.29	35.77	
2020-11	4.18	1.73	0.13	30.32	0.34	65.86	
2020-12	4.06	1.68	0.09	36.84	0.29	58.66	
2021-01	4.03	1.67	0.08	39.87	0.27	63.39	
2021-02	4.16	1.72	0.11	70.48	0.3	81.55	
2021-03	4.12	1.71	0.09	74.22	0.29	80.74	
2021-04	3.92	1.62	0.04	24.79	0.22	33.42	
2021-05	3.84	1.59	0.01	-15.82	0.19	-5.41	
2021-06	3.8	1.58	0	-38.78	0.17	-29.68	
2021-07	3.56	1.51	-0.06	-65.91	0.12	-56.41	
2021-08	3.35	1.47	-0.12	-78.82	0.08	-69.4	
2021-09	3.45	1.52	-0.09	-81.7	0.12	-68.39	
2021-10	3.45	1.52	-0.09	-74.67	0.11	-65.23	
2021-11	3.35	1.47	-0.12	-90.18	0.07	-83.85	
2021-12	3.35	1.47	-0.12	-89.21	0.07	-85.33	
2022-01	3.39	1.49	-0.11	-71.8	0.07	-70.02	
2022-02	3.42	1.5	-0.11	-53.07	0.07	-42.36	
2022-03	3.29	1.43	-0.14	-80.71	0.02	-81.48	
2022-04	3.3	1.45	-0.14	-87.12	0.03	-80.64	
2022-05	3.12	1.37	-0.19	-96.19	-0.03	-93.19	
2022-06	3.15	1.39	-0.18	-86.99	-0.02	-84.48	
2022-07	2.94	1.38	-0.24	-98.98	-0.03	-86.14	
2022-08	2.84	1.33	-0.26	-97.67	-0.07	-93.63	
2022-09	2.86	1.34	-0.26	-88.52	-0.07	-86.61	
2022-10	2.79	1.31	-0.28	-97.54	-0.09	-94.36	
2022-11	2.85	1.34	-0.26	-81.82	-0.08	-78.82	
2022-12	3.06	1.44	-0.21	-32.83	-0.01	-19.2	
2023-01	3.08	1.44	-0.21	-12.22	-0.01	7.03	
2023-02	3	1.41	-0.23	-17.5	-0.04	8.79	
2023-03	3.07	1.44	-0.21	10.33	-0.02	30.44	
2023-04	3.11	1.46	-0.2	25.38	-0.01	43.84	
2023-05	3.3	1.55	-0.15	51.43	0.05	72.68	
2023-06	3.13	1.47	-0.19	39.24	0	61.21	
2023-07	3.05	1.47	-0.2	16.97	-0.01	49.87	
2023-08	3.06	1.53	-0.2	4.04	0.04	81.29	
2023-09	3.07	1.53	-0.19	-3.93	0.04	86.61	
2023-10	3.03	1.51	-0.19	-16.49	0.03	72.22	
2023-11	2.93	1.46	-0.22	-59.13	-0.01	28.81	
2023-12	2.88	1.44	-0.23	-73.55	-0.02	-9.91	
2024-01	3.01	1.5	-0.19	-49.84	0.02	9.9	
2024-02	3.2	1.6	-0.14	2.36	0.09	59.5	
2024-03	3.25	1.62	-0.12	30.4	0.1	81.21	
2024-04	3.1	1.55	-0.16	33.75	0.05	69.42	
2024-05	3.21	1.6	-0.13	58.44	0.08	82.86	
2024-06	3.15	1.57	-0.14	51.32	0.06	68.66	
2024-07	3.26	1.65	-0.11	71.74	0.11	86.14	
2024-08	3.18	1.67	-0.13	62.42	0.12	88.68	
2024-09	3.16	1.67	-0.14	28.1	0.12	74.62	
2024-10	3.48	1.83	-0.05	89.68	0.22	94	
2024-11	3.53	1.86	-0.03	94.26	0.24	95.2	
2024-12	3.75	1.97	0.03	98.38	0.3	98.7	
2025-01	3.71	1.95	0.02	88.87	0.28	88.99	
