month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2008-10	3.65	0.48	
2008-11	3.52	0.41	
2008-12	4.67	0.85	
2009-01	5.62	1.19	
2009-02	6.21	1.37	
2009-03	6.19	1.31	
2009-04	8.46	2.08	
2009-05	10.37	2.65	
2009-06	11.18	2.79	
2009-07	14.57	3.73	
2009-08	14.8	3.6	
2009-09	13.26	2.97	
2009-10	15.11	3.34	
2009-11	16.21	3.47	
2009-12	16.55	3.38	
2010-01	14.69	2.75	
2010-02	13.3	2.28	
2010-03	13.6	2.25	
2010-04	14.63	2.39	
2010-05	12.14	1.74	
2010-06	11.4	1.52	
2010-07	10.74	1.32	
2010-08	11.45	1.42	
2010-09	11	1.27	
2010-10	14.7	1.95	
2010-11	13.9	1.72	
2010-12	13.61	1.6	
2011-01	14.22	1.64	
2011-02	14.14	1.57	
2011-03	14.57	1.58	
2011-04	14.45	1.5	
2011-05	12.65	1.14	
2011-06	12.53	1.08	
2011-07	13.2	1.15	
2011-08	12.12	0.93	
2011-09	11.4	0.79	
2011-10	10.87	0.68	
2011-11	10.6	0.61	
2011-12	8.7	0.31	
2012-01	8.45	0.26	
2012-02	9.05	0.33	
2012-03	8.94	0.3	
2012-04	8.94	0.28	
2012-05	9.94	0.41	
2012-06	8.9	0.24	
2012-07	8.34	0.16	
2012-08	7.77	0.07	
2012-09	7.17	-0.02	
2012-10	7.24	-0.02	
2012-11	6.7	-0.1	
2012-12	6.93	-0.08	
2013-01	7.7	0.01	
2013-02	7.58	-0.01	
2013-03	6.75	-0.12	
2013-04	6.11	-0.21	
2013-05	5.87	-0.25	
2013-06	5.17	-0.34	
2013-07	4.22	-0.46	
2013-08	4.54	-0.42	
2013-09	4.68	-0.41	
2013-10	4.52	-0.43	
2013-11	4.3	-0.46	
2013-12	4.14	-0.48	
2014-01	3.48	-0.57	
2014-02	3.33	-0.59	
2014-03	2.95	-0.64	
2014-04	2.94	-0.64	
2014-05	2.98	-0.63	
2014-06	2.93	-0.64	
2014-07	3.06	-0.63	
2014-08	3.37	-0.59	
2014-09	3.43	-0.58	
2014-10	3.55	-0.57	
2014-11	3.65	-0.56	
2014-12	4.34	-0.48	
2015-01	4.57	-0.45	
2015-02	4.16	-0.5	
2015-03	4.45	-0.47	
2015-04	5.04	-0.4	
2015-05	4.98	-0.41	
2015-06	5.83	-0.31	
2015-07	3.88	-0.54	
2015-08	3.71	-0.56	
2015-09	3.09	-0.64	
2015-10	3.26	-0.61	
2015-11	3.42	-0.59	
2015-12	3.35	-0.6	
2016-01	3.68	-0.56	
2016-02	4.07	-0.5	
2016-03	4.37	-0.46	
2016-04	4.66	-0.42	
2016-05	4.04	-0.49	
2016-06	4.23	-0.47	
2016-07	5.1	-0.35	
2016-08	5.46	-0.31	
2016-09	5.31	-0.32	
2016-10	5.55	-0.28	
2016-11	5.8	-0.25	
2016-12	5.15	-0.33	
2017-01	4.81	-0.38	
2017-02	5.15	-0.33	
2017-03	5.18	-0.33	
2017-04	5.27	-0.32	
2017-05	4.3	-0.44	
2017-06	4.45	-0.42	
2017-07	5.36	-0.3	
2017-08	5.87	-0.24	
2017-09	6.26	-0.18	
2017-10	5.6	-0.26	
2017-11	5.22	-0.3	
2017-12	5.31	-0.28	
2018-01	5.82	-0.2	
2018-02	5.52	-0.24	
2018-03	4.82	-0.32	
2018-04	4.31	-0.38	
2018-05	4.42	-0.36	
2018-06	4.3	-0.37	
2018-07	3.77	-0.44	
2018-08	3.81	-0.42	
2018-09	3.6	-0.45	
2018-10	3.61	-0.44	
2018-11	3.55	-0.44	
2018-12	3.32	-0.47	
2019-01	3.06	-0.51	
2019-02	3.29	-0.46	
2019-03	3.54	-0.41	
2019-04	3.85	-0.35	
2019-05	3.48	-0.4	
2019-06	3.51	-0.38	
2019-07	3.56	-0.36	
2019-08	3.51	-0.36	
2019-09	3.56	-0.34	
2019-10	3.45	-0.34	
2019-11	3.35	-0.35	
2019-12	3.43	-0.32	
2020-01	3.51	-0.3	
2020-02	3.06	-0.38	
2020-03	2.96	-0.39	
2020-04	2.83	-0.41	
2020-05	2.8	-0.41	
2020-06	2.87	-0.39	
2020-07	3.34	-0.28	
2020-08	3.3	-0.28	
2020-09	3.35	-0.25	
2020-10	3.78	-0.15	
2020-11	4.09	-0.07	
2020-12	4.38	0	
2021-01	4.38	0.01	
2021-02	3.86	-0.1	
2021-03	4.01	-0.06	
2021-04	4.14	-0.03	
2021-05	5.29	0.25	
2021-06	6.3	0.5	
2021-07	6.31	0.5	
2021-08	7.23	0.71	
2021-09	10.46	1.46	
2021-10	8.25	0.92	
2021-11	6.82	0.58	
2021-12	6.72	0.55	
2022-01	6.91	0.58	
2022-02	7.69	0.75	
2022-03	9.18	1.07	
2022-04	10.42	1.31	
2022-05	10.39	1.27	
2022-06	11.26	1.42	
2022-07	10.18	1.15	
2022-08	10.49	1.19	
2022-09	11.81	1.42	
2022-10	11.07	1.23	
2022-11	10.36	1.05	
2022-12	10.5	1.05	
2023-01	9.63	0.86	
2023-02	10.24	0.95	
2023-03	9.8	0.85	
2023-04	8.89	0.66	
2023-05	8.79	0.63	
2023-06	8.58	0.58	
2023-07	8.57	0.56	
2023-08	8.09	0.47	
2023-09	9.39	0.69	
2023-10	8.99	0.61	
2023-11	8.69	0.54	
2023-12	9.5	0.67	
2024-01	9.97	0.73	
2024-02	10.79	0.85	
2024-03	10.43	0.76	
2024-04	10.28	0.72	
2024-05	10.53	0.74	
2024-06	10.29	0.68	
2024-07	9.17	0.49	
2024-08	8.28	0.34	
2024-09	8.08	0.3	
2024-10	8.98	0.43	
2024-11	8.72	0.38	
2024-12	8.61	0.36	
2025-01	8.03	0.26	
2025-02	7.57	0.18	
