month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2018-09	29.06	-0.22	
2018-10	24.37	-0.33	
2018-11	27.18	-0.25	
2018-12	27.15	-0.24	
2019-01	28.31	-0.19	
2019-02	33.64	-0.03	
2019-03	35.15	0.02	
2019-04	34.35	0.02	
2019-05	27.29	-0.17	
2019-06	25.84	-0.2	
2019-07	28.34	-0.11	
2019-08	30.15	-0.04	
2019-09	33.68	0.08	
2019-10	31.51	0.02	
2019-11	33.06	0.07	
2019-12	31.75	0.03	
2020-01	35.22	0.14	
2020-02	36.36	0.18	
2020-03	31.24	0.02	
2020-04	30.33	-0.01	
2020-05	30.24	0	
2020-06	29.26	-0.03	
2020-07	35.69	0.18	
2020-08	38.58	0.28	
2020-09	36.89	0.22	
2020-10	40.61	0.35	
2020-11	47.07	0.56	
2020-12	45.76	0.51	
2021-01	60.57	0.97	
2021-02	60.36	0.95	
2021-03	54.94	0.76	
2021-04	59.15	0.87	
2021-05	62.58	0.96	
2021-06	61.21	0.9	
2021-07	63.02	0.94	
2021-08	56.73	0.73	
2021-09	53.53	0.63	
2021-10	54.89	0.66	
2021-11	50.68	0.53	
2021-12	51.34	0.54	
2022-01	49.5	0.47	
2022-02	46.91	0.38	
2022-03	43.35	0.27	
2022-04	40.31	0.18	
2022-05	33.56	-0.02	
2022-06	35.11	0.02	
2022-07	33.05	-0.05	
2022-08	31.3	-0.1	
2022-09	29.44	-0.15	
2022-10	29.71	-0.15	
2022-11	30.61	-0.13	
2022-12	34.05	-0.03	
2023-01	34.56	-0.02	
2023-02	37.2	0.05	
2023-03	40.68	0.14	
2023-04	42.3	0.17	
2023-05	35.66	-0.01	
2023-06	34.37	-0.05	
2023-07	34.26	-0.06	
2023-08	35.1	-0.03	
2023-09	33.62	-0.08	
2023-10	34.44	-0.05	
2023-11	36.11	0	
2023-12	33.52	-0.07	
2024-01	31.54	-0.13	
2024-02	33.39	-0.08	
2024-03	33.64	-0.07	
2024-04	32.12	-0.11	
2024-05	33.05	-0.09	
2024-06	32.23	-0.11	
2024-07	29.77	-0.18	
2024-08	27.06	-0.25	
2024-09	26.49	-0.27	
2024-10	30.36	-0.16	
2024-11	30.98	-0.15	
2024-12	30.83	-0.15	
2025-01	28.32	-0.22	
