month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2017-02	1.9	-48.31	
2017-03	1.94	-46.51	
2017-04	1.89	-66.72	
2017-05	1.87	-76.43	
2017-06	1.86	-78.86	
2017-07	1.91	-55.23	
2017-08	1.96	-22.83	
2017-09	2.1	33.8	
2017-10	2.43	64.55	
2017-11	2.55	84.17	
2017-12	2.65	93.83	
2018-01	2.73	94.52	
2018-02	2.7	85.95	
2018-03	3.13	97.77	
2018-04	3.29	94.99	
2018-05	3.42	96.75	
2018-06	3.55	93.62	
2018-07	3.35	76.66	
2018-08	3.23	55.2	
2018-09	3.29	54.37	
2018-10	3.05	21.92	
2018-11	3.07	-3.77	
2018-12	3.19	3.71	
2019-01	3.2	8.4	
2019-02	3.41	47.8	
2019-03	3.68	67.22	
2019-04	4.03	80.78	
2019-05	4.33	91.38	
2019-06	4.61	96.85	
2019-07	4.56	86.1	
2019-08	4.54	81.82	
2019-09	4.68	87.32	
2019-10	5.24	98.26	
2019-11	5.41	93.03	
2019-12	5.37	86.61	
2020-01	5.53	90.57	
2020-02	5.26	75	
2020-03	5	36.24	
2020-04	5.64	63.26	
2020-05	5.87	86.95	
2020-06	5.95	90.89	
2020-07	6.83	99.07	
2020-08	7.47	97.87	
2020-09	7.7	91.92	
2020-10	8.65	97.99	
2020-11	9.08	93.37	
2020-12	9.38	94.29	
2021-01	10.67	98.44	
2021-02	10.04	84.52	
2021-03	8.57	51.94	
2021-04	9.99	76.02	
2021-05	10.06	81.8	
2021-06	9.45	50.98	
2021-07	8.97	15.95	
2021-08	8.38	-20.86	
2021-09	7.47	-44.33	
2021-10	7.57	-50.45	
2021-11	6.92	-79.75	
2021-12	6.93	-78.38	
2022-01	6.65	-82.05	
2022-02	6.27	-88.56	
2022-03	5.75	-94.84	
2022-04	5.39	-96.29	
2022-05	5.59	-84.63	
2022-06	5.84	-68.84	
2022-07	5.68	-66.75	
2022-08	5.02	-92.55	
2022-09	5.1	-85.03	
2022-10	4.92	-90.85	
2022-11	5.32	-66.56	
2022-12	6.17	-10.11	
2023-01	6.33	17.52	
2023-02	6.38	32.68	
2023-03	5.79	14.98	
2023-04	5.36	-25.05	
2023-05	5.18	-47.14	
2023-06	5.12	-49.02	
2023-07	5.02	-61.22	
2023-08	4.98	-60.29	
2023-09	4.37	-79.24	
2023-10	4.15	-86.82	
2023-11	4.57	-72.89	
2023-12	4.32	-84.14	
2024-01	3.88	-95.86	
2024-02	3.96	-87.88	
2024-03	4.14	-71.81	
2024-04	4.17	-63.84	
2024-05	4.43	-29.29	
2024-06	3.99	-50.61	
2024-07	3.55	-86.1	
2024-08	3.3	-94.97	
2024-09	3.21	-93.19	
2024-10	3.67	-67.11	
2024-11	3.68	-56.38	
2024-12	3.73	-35.67	
2025-01	3.38	-65.89	
