month	ct_avg_Tdx收盘价	股东人数
2000-06	19.03	28567	
2000-12	20.42	21096	
2001-06	22.12	15222	
2001-12	22.35	10934	
2002-06	28.37	7475	
2002-09	13.66	8523	
2002-12	11.74	8274	
2003-03	11.29	9310	
2003-06	10.06	10203	
2003-09	8.93	9083	
2003-12	7.86	9549	
2004-03	7.88	9843	
2004-06	7.13	9024	
2004-09	6.5	10295	
2004-12	4.6	13579	
2005-03	4.73	11938	
2005-06	4.68	11410	
2005-09	4.96	14007	
2005-12	4.47	15019	
2006-03	4.75	16229	
2006-06	7.47	17525	
2006-12	4.86	23226	
2007-03	7.61	23059	
2007-06	13.5	21483	
2007-09	15.11	42425	
2007-12	14.76	27069	
2008-03	15.94	16514	
2008-06	13.21	18229	
2008-09	9.15	16382	
2008-12	9.79	14513	
2009-03	12.01	22849	
2009-06	12.31	16152	
2009-09	14.64	12152	
2009-12	18.31	10728	
2010-03	21.6	7898	
2010-06	25.44	6831	
2010-09	28.04	5987	
2010-12	32.61	7837	
2011-03	28.96	10857	
2011-06	23.98	10032	
2011-09	26.64	8268	
2011-12	27.69	6789	
2012-03	25.32	7175	
2012-06	29.05	6076	
2012-09	34.44	4986	
2012-12	32.95	5205	
2013-03	42.23	5827	
2013-06	40.81	5511	
2013-09	42.26	5450	
2013-12	43.18	4619	
2014-03	43.51	5608	
2014-06	52.76	4720	
2014-09	58.42	4704	
2014-12	52.82	6890	
2015-03	59.47	11791	
2015-06	74.49	11336	
2015-09	70.8	8580	
2015-12	80.3	8703	
2016-03	69.28	10942	
2016-06	65.81	10873	
2016-09	67.51	12085	
2016-12	71.59	10903	
2017-02	76.6	10460	
2017-03	84.32	13530	
2017-06	48.56	22158	
2017-09	47.29	22660	
2017-12	50.74	26671	
2018-03	62.42	22317	
2018-06	58.76	33034	
2018-09	41.67	36684	
2018-12	28.87	57384	
2019-03	32.2	64045	
2019-06	27.45	84296	
2019-09	28.07	101640	
2019-12	23.49	121768	
2020-03	18.4	127673	
2020-06	23.29	132086	
2020-09	25.26	136875	
2020-12	28.62	129940	
2021-03	37.27	168355	
2021-06	46.05	194208	
2021-09	30.53	195693	
2021-12	36.57	155939	
2022-03	35.13	131993	
2022-06	41.46	96073	
2022-09	40.85	83815	
2022-12	44.27	75458	
2023-03	45.39	72114	
2023-06	41.27	74378	
2023-09	39.84	81155	
2023-12	39.9	77151	
2024-03	32.47	93834	
2024-06	30.39	98302	
2024-09	29.06	91879	
