month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2014-01	21.82	-84.38	
2014-02	21.86	-85.83	
2014-03	20.26	-97.7	
2014-04	20.58	-88.95	
2014-05	20.08	-93.12	
2014-06	20.85	-69.29	
2014-07	22.49	-30.63	
2014-08	24.44	19.34	
2014-09	24.41	39.12	
2014-10	25.58	56.8	
2014-11	31.48	76.43	
2014-12	42.67	95.69	
2015-01	47.67	96.96	
2015-03	52.39	97.24	
2015-04	54.81	93.15	
2015-05	62.57	97.5	
2015-06	62.03	89.54	
2015-07	50.17	55.28	
2015-08	40.56	17.52	
2015-09	37.13	-9.11	
2015-10	41.56	-10.29	
2015-11	47.11	6.42	
2015-12	51.23	29.47	
2016-01	41.02	-6.29	
2016-02	37.38	-43.81	
2016-03	38.03	-55.24	
2016-04	39.79	-43.62	
2016-05	39.65	-45.11	
2016-06	40.56	-29.91	
2016-07	41.14	-16.79	
2016-08	42.5	-4.08	
2016-09	41.96	13.97	
2016-10	42.09	19.53	
2016-11	44.96	49.51	
2016-12	44.81	50.93	
2017-01	45.21	54.91	
2017-02	45.81	72.02	
2017-03	42.95	25.47	
2017-04	42.51	-7.99	
2017-05	48.7	53.08	
2017-06	50.85	91.07	
2017-07	57.31	96.81	
2017-08	61.64	96.04	
2017-09	58.25	80.23	
2017-10	59.03	79.31	
2017-11	65.91	93.43	
2017-12	66.05	90.39	
2018-01	63.57	77.68	
2018-02	56.11	35.95	
2018-03	50.59	-1.22	
2018-04	43.97	-38.34	
2018-05	45.14	-51.5	
2018-06	44.9	-59.51	
2018-07	45.78	-67.53	
2018-08	45.14	-63.12	
2018-09	47.38	-38.06	
2018-10	47.8	-24.3	
2018-11	46.28	-33.4	
2018-12	43.08	-64.42	
2019-01	40.56	-79.51	
2019-02	45.59	-63.39	
2019-03	52.11	3.32	
2019-04	59.55	56.59	
2019-05	51.22	60.89	
2019-06	52.32	60.67	
2019-07	54.63	75.82	
2019-08	51.28	41.44	
2019-09	50.49	14.55	
2019-10	49.91	-8.83	
2019-11	46.91	-41.84	
2019-12	46.9	-49.96	
2020-01	50.24	-20.14	
2020-02	46.16	-59.69	
2020-03	42.24	-80.89	
2020-04	42.28	-79.51	
2020-05	44.51	-71.28	
2020-06	44.94	-62.14	
2020-07	54.1	1.79	
2020-08	60.35	46.09	
2020-09	61.32	66.92	
2020-10	66.91	93.64	
2020-11	59.71	75.89	
2020-12	59.75	63.74	
2021-01	54.1	28.39	
2021-02	50.35	-5.71	
2021-03	50.94	-22.98	
2021-04	47.36	-50.34	
2021-05	50.07	-44.15	
2021-06	47.77	-59.14	
2021-07	43.99	-83.08	
2021-08	40.32	-89.61	
2021-09	41.81	-83.97	
2021-10	42.36	-73.16	
2021-11	38.54	-93.75	
2021-12	38.96	-88.63	
2022-01	39.2	-79.93	
2022-02	39.27	-76.73	
2022-03	35.99	-97.5	
2022-04	34.02	-95.72	
2022-05	28.02	-98.59	
2022-06	30.48	-82.31	
2022-07	30.3	-83.84	
2022-08	28.14	-93.87	
2022-09	28.07	-88.14	
2022-10	25.98	-94.53	
2022-11	26.41	-85.55	
2022-12	29.21	-52.15	
2023-01	32.27	-13.61	
2023-02	30.81	-4.73	
2023-03	30.24	0.7	
2023-04	32.97	30.45	
2023-05	39.15	62.77	
2023-06	37.24	68.39	
2023-07	40.47	87.54	
2023-08	43.23	85.71	
2023-09	39.07	66.34	
2023-10	35.79	38.29	
2023-11	32.26	-4.18	
2023-12	30.19	-35.29	
2024-01	29.86	-48.99	
2024-02	31.4	-46.17	
2024-03	31.2	-45.49	
2024-04	29.96	-67.37	
2024-05	33.23	-26.52	
2024-06	31.27	-33.27	
2024-07	30.82	-56.91	
2024-08	30.15	-65.5	
2024-09	34.67	-3.95	
2024-10	49.12	63.84	
2024-11	50.16	81.42	
2024-12	50.34	89.98	
2025-01	46.6	73.36	
2025-02	46.91	73.21	
