month	ct_avg_Tdx收盘价	人均持股
2015-05	48.68	0	
2015-06	139.62	2190	
2015-09	82.17	4412	
2015-12	97.67	3681	
2016-03	113.24	6076	
2016-09	30.88	5354	
2017-02	33.41	6716	
2017-03	40.96	8841	
2017-06	46.01	9172	
2017-09	77.42	10997	
2017-12	62.54	8054	
2018-03	71.95	8554	
2018-06	30.04	16735	
2018-09	24.9	15759	
2018-12	29.03	18973	
2019-03	36.9	17250	
2019-06	29.45	31708	
2019-09	33.55	29464	
2019-12	41.35	31521	
2020-03	45.35	20243	
2020-06	45.58	18970	
2020-09	45.3	20709	
2020-12	71.45	23847	
2021-03	76.08	25193	
2021-06	62.36	24365	
2021-09	70.17	25226	
2021-12	78.09	30853	
2022-03	59.67	32643	
2022-06	60.56	31885	
2022-09	51.58	30422	
2022-12	41.88	21798	
2023-03	40.65	19435	
2023-06	33.18	16421	
2023-09	27.93	16148	
2023-12	24.59	14692	
2024-03	23.62	12677	
2024-06	18.82	13054	
2024-09	14.25	13348	
