month	ct_avg_前复权价格	股东人数
2015-05	1.59	28193	
2015-06	4.57	7763	
2015-09	4.37	7706	
2015-12	6.41	9236	
2016-03	7.45	16786	
2016-06	7.47	16677	
2016-09	6.1	31560	
2016-12	6.72	26372	
2017-02	6.62	25160	
2017-03	8.09	19114	
2017-06	8.87	18424	
2017-09	15.35	15367	
2017-12	12.39	20980	
2018-03	14.26	19754	
2018-06	11.93	27293	
2018-09	9.89	29512	
2018-12	11.53	25586	
2019-03	14.66	28142	
2019-06	11.8	26741	
2019-09	13.46	28777	
2019-12	16.58	26899	
2020-03	18.19	41885	
2020-06	18.28	46359	
2020-09	18.22	42465	
2020-12	28.75	37983	
2021-03	30.61	35954	
2021-06	38.13	59480	
2021-09	45.32	57513	
2021-12	50.44	47024	
2022-03	38.48	44445	
2022-06	39.18	45532	
2022-09	33.56	47783	
2022-12	27.25	66708	
2023-03	26.45	74819	
2023-06	21.66	88420	
2023-09	18.46	89915	
2023-12	16.25	98644	
2024-03	15.61	114319	
2024-06	12.44	110889	
2024-09	9.62	116821	
