month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2022-07	7.33	-90.43	
2022-08	7.29	-88.32	
2022-09	7.03	-89.24	
2022-10	6.56	-95.26	
2022-11	6.82	-84.09	
2022-12	6.66	-83.93	
2023-01	6.69	-83.54	
2023-02	7	-51.12	
2023-03	6.74	-63.24	
2023-04	7.22	-27.49	
2023-05	7.32	11.96	
2023-06	6.84	-20.98	
2023-07	7.05	-9.57	
2023-08	7.86	51.17	
2023-09	7.19	33.71	
2023-10	7.04	6.72	
2023-11	7.3	36.61	
2023-12	7	-2.08	
2024-01	6.64	-51.34	
2024-02	6.67	-60.78	
2024-03	6.82	-52.29	
2024-04	6.41	-78.75	
2024-05	6.43	-87.1	
2024-06	5.95	-98.21	
2024-07	5.61	-94.45	
2024-08	5.82	-83.68	
2024-09	5.81	-87.59	
2024-10	6.85	-17.11	
2024-11	7.02	12.76	
2024-12	6.93	30.8	
2025-01	6.21	-6.79	
