month	ct_avg_Tdx收盘价	股东人数
2007-06	11.95	52801	
2007-12	14.96	48474	
2008-03	10.68	47971	
2008-06	7.99	47355	
2008-09	6.36	47199	
2008-12	4.87	47826	
2009-03	5.77	47819	
2009-06	8.36	47426	
2009-09	8.75	46618	
2009-12	8.6	46073	
2010-03	8.16	46560	
2010-06	6.28	52793	
2010-09	5.83	45122	
2010-12	5.59	44495	
2011-03	5.63	44279	
2011-06	5.56	44172	
2011-09	4.6	44026	
2012-03	4.83	43623	
2012-06	4.52	43511	
2012-09	4.2	43390	
2013-03	4.79	42727	
2013-06	4.37	42588	
2013-09	4.32	42306	
2013-12	4.05	42036	
2014-03	3.72	41874	
2014-06	3.85	41751	
2014-09	4.32	41235	
2014-12	6.05	40835	
2015-03	6.24	40385	
2015-06	8.25	39038	
2015-09	6.31	38560	
2015-12	6.56	38435	
2016-03	5.52	38356	
2016-06	5.54	38231	
2016-09	5.61	38004	
2016-12	5.87	37823	
2017-03	6.18	37529	
2017-06	6.12	37227	
2017-09	6.41	36773	
2017-12	6.28	36332	
2018-03	6.38	35515	
2018-06	5.93	35374	
2018-09	5.65	35137	
2018-12	5.76	34988	
2019-03	6.4	34775	
2019-06	6.15	34588	
2019-09	5.53	34363	
2019-12	5.55	34177	
2020-03	5.21	33998	
2020-06	5.13	33902	
2020-09	4.63	33284	
2020-12	4.55	33030	
2021-03	4.68	32662	
2021-06	4.87	32485	
2021-09	4.51	32124	
2021-12	4.58	31916	
2022-03	4.89	31758	
2022-06	4.95	31635	
2022-09	4.62	31326	
2022-12	4.72	31200	
2023-03	5.08	30988	
2023-06	5.83	30790	
2023-09	5.65	30548	
2023-12	5.77	30382	
2024-03	6.28	30205	
2024-06	7.17	29927	
2024-09	6.86	29666	
