month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2023-02	28.28	-0.33	
2023-03	35.02	-0.17	
2023-04	46.42	0.1	
2023-05	48.33	0.15	
2023-06	52.46	0.24	
2023-07	46.98	0.12	
2023-08	41.6	0	
2023-09	39	-0.04	
2023-10	36.83	-0.07	
2023-11	39.11	0	
2023-12	39.33	0.01	
2024-01	34.39	-0.11	
2024-02	36.83	-0.04	
2024-03	52.12	0.37	
2024-04	45.65	0.22	
2024-05	43.62	0.17	
2024-06	40.81	0.1	
2024-07	41.58	0.13	
2024-08	38.71	0.06	
2024-09	37.2	0.02	
2024-10	54.45	0.48	
2024-11	76.64	1.06	
2024-12	75.56	1.01	
2025-01	65.03	0.72	
2025-02	72.1	0.88	
