month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2023-02	14.91	0.18	
2023-03	18.47	0.45	
2023-04	24.48	0.89	
2023-05	25.48	0.94	
2023-06	27.75	1.08	
2023-07	24.88	0.84	
2023-08	22.03	0.62	
2023-09	20.65	0.52	
2023-10	19.52	0.43	
2023-11	20.76	0.51	
2023-12	20.88	0.5	
2024-01	18.26	0.31	
2024-02	19.55	0.39	
2024-03	27.67	0.94	
2024-04	24.23	0.69	
2024-05	23.15	0.6	
2024-06	21.74	0.48	
2024-07	22.17	0.5	
2024-08	20.64	0.39	
2024-09	19.83	0.32	
2024-10	29.02	0.91	
2024-11	40.85	1.64	
2024-12	40.28	1.55	
2025-01	34.66	1.16	
2025-02	38.43	1.35	
