month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2015-12	0.45	-0.08	
2016-01	0.37	-0.24	
2016-02	0.36	-0.25	
2016-03	0.36	-0.23	
2016-04	0.36	-0.23	
2016-05	0.35	-0.24	
2016-06	0.34	-0.26	
2016-07	0.35	-0.24	
2016-08	0.34	-0.24	
2016-09	0.34	-0.24	
2016-10	0.35	-0.22	
2016-11	0.36	-0.2	
2016-12	0.37	-0.18	
2017-01	0.36	-0.2	
2017-02	0.37	-0.18	
2017-03	0.36	-0.2	
2017-04	0.35	-0.22	
2017-05	0.32	-0.29	
2017-06	0.32	-0.29	
2017-07	0.31	-0.31	
2017-08	0.32	-0.29	
2017-09	0.32	-0.29	
2017-10	0.32	-0.27	
2017-11	0.32	-0.27	
2017-12	0.3	-0.32	
2018-01	0.35	-0.2	
2018-02	0.32	-0.27	
2018-03	0.31	-0.3	
2018-04	0.32	-0.27	
2018-05	0.31	-0.3	
2018-06	0.28	-0.36	
2018-07	0.26	-0.41	
2018-08	0.29	-0.33	
2018-09	0.32	-0.26	
2018-10	0.29	-0.33	
2018-11	0.27	-0.37	
2018-12	0.26	-0.4	
2019-01	0.24	-0.44	
2019-02	0.26	-0.4	
2019-03	0.28	-0.35	
2019-04	0.3	-0.3	
2019-05	0.26	-0.38	
2019-06	0.27	-0.36	
2019-07	0.29	-0.29	
2019-08	0.3	-0.27	
2019-09	0.36	-0.12	
2019-10	0.39	-0.05	
2019-11	0.45	0.1	
2019-12	0.51	0.24	
2020-01	0.54	0.32	
2020-02	0.49	0.2	
2020-03	0.39	-0.05	
2020-04	0.35	-0.15	
2020-05	0.37	-0.1	
2020-06	0.39	-0.05	
2020-07	0.41	0	
2020-08	0.4	-0.02	
2020-09	0.35	-0.15	
2020-10	0.34	-0.17	
2020-11	0.35	-0.15	
2020-12	0.38	-0.07	
2021-01	0.44	0.07	
2021-02	0.52	0.27	
2021-03	0.46	0.12	
2021-04	0.41	0	
2021-05	0.43	0.05	
2021-06	0.44	0.07	
2021-07	0.4	-0.02	
2021-08	0.37	-0.1	
2021-09	0.45	0.1	
2021-10	0.46	0.12	
2021-11	0.43	0.05	
2021-12	0.41	0	
2022-01	0.43	0.05	
2022-02	0.47	0.15	
2022-03	0.43	0.05	
2022-04	0.38	-0.05	
2022-05	0.38	-0.05	
2022-06	0.44	0.1	
2022-07	0.39	-0.03	
2022-08	0.41	0.03	
2022-09	0.44	0.1	
2022-10	0.46	0.15	
2022-11	0.53	0.33	
2022-12	0.49	0.23	
2023-01	0.49	0.23	
2023-02	0.47	0.17	
2023-03	0.47	0.17	
2023-04	0.46	0.15	
2023-05	0.45	0.12	
2023-06	0.42	0.08	
2023-07	0.44	0.13	
2023-08	0.45	0.15	
2023-09	0.49	0.26	
2023-10	0.47	0.21	
2023-11	0.45	0.18	
2023-12	0.43	0.13	
2024-01	0.44	0.16	
2024-02	0.44	0.16	
2024-03	0.46	0.21	
2024-04	0.56	0.47	
2024-05	0.54	0.38	
2024-06	0.52	0.33	
2024-07	0.48	0.23	
2024-08	0.44	0.13	
2024-09	0.42	0.08	
2024-10	0.47	0.21	
2024-11	0.47	0.21	
2024-12	0.45	0.15	
2025-01	0.46	0.18	
2025-02	0.44	0.1	
