month	ct_avg_前复权价格	股东人数
2012-08	1.12	16098	
2012-09	1.18	3439	
2012-12	1.07	4394	
2013-03	1.47	5970	
2013-06	2	10250	
2013-09	2.25	8132	
2013-12	2.4	6731	
2014-03	2.66	6262	
2014-06	2.59	7961	
2014-09	2.69	10516	
2014-12	2.5	10736	
2015-03	4.16	8173	
2015-06	7.56	16886	
2015-09	4.59	17914	
2015-12	5.1	23434	
2016-03	4.6	22954	
2016-06	4.71	18924	
2016-09	5.28	15586	
2016-12	4.4	16745	
2017-03	4.37	16287	
2017-06	3.88	15385	
2017-09	4.52	13786	
2017-12	5.28	13436	
2018-03	7.59	14069	
2018-06	9.85	15702	
2018-09	8.39	13657	
2018-12	7.61	13608	
2019-03	10.19	10773	
2019-06	10.82	13697	
2019-07	12.9	17138.5	
2019-09	15.12	18630	
2019-10	16.43	20576.5	
2019-12	15.54	23832	
2020-03	17.74	25734.67	
2020-04	18.42	27508.67	
2020-05	20.03	29862.33	
2020-06	21.75	33591.33	
2020-07	26.24	38642.33	
2020-08	26.24	40878.67	
2020-10	29.05	33785	
2020-11	30	34061	
