month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2015-07	1	0.82	
2015-08	0.79	0.44	
2015-09	0.68	0.24	
2015-10	0.71	0.31	
2015-11	0.82	0.52	
2015-12	0.84	0.56	
2016-01	0.69	0.28	
2016-02	0.63	0.17	
2016-03	0.66	0.25	
2016-04	0.67	0.26	
2016-05	0.63	0.19	
2016-06	0.63	0.19	
2016-07	0.67	0.26	
2016-08	0.72	0.36	
2016-09	0.7	0.32	
2016-10	0.7	0.32	
2016-11	0.74	0.4	
2016-12	0.77	0.43	
2017-01	0.79	0.46	
2017-02	0.8	0.48	
2017-03	0.78	0.42	
2017-04	0.74	0.35	
2017-05	0.69	0.25	
2017-06	0.71	0.27	
2017-07	0.77	0.38	
2017-08	0.77	0.35	
2017-09	0.77	0.35	
2017-10	0.76	0.33	
2017-11	0.74	0.3	
2017-12	0.75	0.32	
2018-01	0.83	0.43	
2018-02	0.86	0.48	
2018-03	0.79	0.36	
2018-04	0.76	0.31	
2018-05	0.79	0.34	
2018-06	0.75	0.27	
2018-07	0.74	0.25	
2018-08	0.73	0.24	
2018-09	0.73	0.24	
2018-10	0.73	0.24	
2018-11	0.72	0.2	
2018-12	0.69	0.15	
2019-01	0.68	0.13	
2019-02	0.74	0.23	
2019-03	0.8	0.33	
2019-04	0.8	0.31	
2019-05	0.73	0.2	
2019-06	0.74	0.21	
2019-07	0.75	0.23	
2019-08	0.73	0.18	
2019-09	0.74	0.19	
2019-10	0.79	0.27	
2019-11	0.8	0.27	
2019-12	0.79	0.25	
2020-01	0.79	0.25	
2020-02	0.73	0.14	
2020-03	0.7	0.09	
2020-04	0.67	0.05	
2020-05	0.66	0.03	
2020-06	0.66	0.02	
2020-07	0.73	0.12	
2020-08	0.71	0.09	
2020-09	0.69	0.05	
2020-10	0.7	0.06	
2020-11	0.7	0.06	
2020-12	0.7	0.06	
2021-01	0.7	0.04	
2021-02	0.72	0.07	
2021-03	0.72	0.06	
2021-04	0.72	0.06	
2021-05	0.72	0.06	
2021-06	0.7	0.03	
2021-07	0.68	-0.01	
2021-08	0.66	-0.04	
2021-09	0.67	-0.03	
2021-10	0.66	-0.04	
2021-11	0.65	-0.07	
2021-12	0.65	-0.07	
2022-01	0.67	-0.04	
2022-02	0.68	-0.03	
2022-03	0.66	-0.07	
2022-04	0.72	0.01	
2022-05	0.67	-0.06	
2022-06	0.68	-0.04	
2022-07	0.67	-0.06	
2022-08	0.66	-0.08	
2022-09	0.7	-0.03	
2022-10	0.7	-0.03	
2022-11	0.71	-0.01	
2022-12	0.76	0.04	
2023-01	0.77	0.05	
2023-02	0.76	0.04	
2023-03	0.81	0.11	
2023-04	0.9	0.22	
2023-05	1.06	0.43	
2023-06	0.96	0.3	
2023-07	0.93	0.26	
2023-08	0.91	0.23	
2023-09	0.92	0.24	
2023-10	0.92	0.24	
2023-11	0.88	0.19	
2023-12	0.86	0.16	
2024-01	0.93	0.26	
2024-02	1.03	0.37	
2024-03	1.02	0.36	
2024-04	1.1	0.47	
2024-05	1.15	0.51	
2024-06	1.08	0.42	
2024-07	1.09	0.42	
2024-08	1.09	0.42	
2024-09	1.04	0.35	
2024-10	1.15	0.47	
2024-11	1.14	0.46	
2024-12	1.21	0.53	
2025-01	1.17	0.48	
2025-02	1.15	0.44	
