month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2010-06	44.47	-7.88	
2010-07	53.85	-7.14	
2010-08	68.41	25.89	
2010-09	76.38	52.68	
2010-10	72.19	53.4	
2010-11	87.95	75.47	
2010-12	86.17	73.37	
2011-01	71.78	38.93	
2011-02	73.06	26.31	
2011-03	74.62	33.07	
2011-04	77.81	33.36	
2011-05	81.39	61.52	
2011-06	48.6	-9.69	
2011-07	46.42	-52.08	
2011-08	50.16	-57.63	
2011-09	45.69	-79.76	
2011-10	41.91	-90.74	
2011-11	43.89	-85.31	
2011-12	47.41	-60.19	
2012-01	44.01	-67.54	
2012-02	45.15	-70.8	
2012-03	47.78	-24.88	
2012-04	50.22	5.3	
2012-05	50.59	18.51	
2012-06	30.65	-58.6	
2012-07	34.07	-78.61	
2012-08	38.3	-72.83	
2012-09	40.74	-60.18	
2012-10	42.67	-32.79	
2012-11	39.9	-46.27	
2012-12	42.31	-27.38	
2013-01	47.53	23.08	
2013-02	51.12	47.62	
2013-03	62.9	65.09	
2013-04	52.3	56.4	
2013-05	40.21	10.84	
2013-06	38.57	-14.02	
2013-07	41.59	-11.53	
2013-08	41.73	-25.76	
2013-09	44.16	-9.49	
2013-10	43.54	-4.56	
2013-11	41.82	-40.48	
2013-12	41.21	-52.48	
2014-01	39.24	-67.77	
2014-02	35.49	-82.7	
2014-03	29.37	-92.9	
2014-04	29.46	-90.18	
2014-05	27.46	-98.35	
2014-06	25.25	-96.34	
2014-07	23.75	-94.1	
2014-08	24.73	-81.12	
2014-09	27.16	-58.63	
2014-10	26.58	-50.45	
2014-11	24.19	-74.15	
2014-12	23.61	-79.5	
2015-01	26.24	-49.91	
2015-02	26.88	-15.95	
2015-03	31.57	21.39	
2015-04	38.04	59.06	
2015-05	41.83	79.78	
2015-06	39.35	76.02	
2015-07	37.32	65.98	
2015-08	37.97	65.94	
2015-09	33.21	26.12	
2015-10	34.25	19.28	
2015-11	36.22	29.51	
2015-12	38.16	55.51	
2016-01	32.95	2.86	
2016-02	32.32	-30.48	
2016-03	32.93	-37.35	
2016-04	31.92	-22.77	
2016-05	13.42	-88.78	
2016-06	13.01	-89.96	
2016-07	14.3	-75.94	
2016-08	15.56	-69.8	
2016-09	15.07	-71.47	
2016-10	15.01	-62.22	
2016-11	14.24	-81.78	
2016-12	13.58	-84.13	
2017-01	13.5	-83.68	
2017-02	14.46	-56.85	
2017-03	15.97	-12.93	
2017-04	16.83	8.58	
2017-05	18.03	40.67	
2017-06	21.67	58.12	
2017-07	23.83	76.96	
2017-08	24.37	79.89	
2017-09	24.77	79.51	
2017-10	26.06	86.29	
2017-11	27.74	89.08	
2017-12	23.97	57.48	
2018-01	24.7	50.04	
2018-02	26.71	74.11	
2018-03	27.66	82.43	
2018-04	23.88	32	
2018-05	24.5	11.08	
2018-06	22.92	-16.43	
2018-07	19.92	-47.73	
2018-08	15.97	-79	
2018-09	14.91	-86.94	
2018-10	12.32	-93.16	
2018-11	13.13	-82.83	
2018-12	12.58	-89.42	
2019-01	12.09	-89.77	
2019-02	15.36	-53.51	
2019-03	16.87	-20.58	
2019-04	16.87	-3.32	
2019-05	13.44	-36.03	
2019-06	13.4	-49.44	
2019-07	14.98	-20.3	
2019-08	15.96	16.11	
2019-09	17.62	48.88	
2019-10	16	45.31	
2019-11	17.41	61.1	
2019-12	18.42	67.9	
2020-01	21.33	83.76	
2020-02	20.47	82.68	
2020-03	17.93	52.56	
2020-04	16.65	7.82	
2020-05	16.4	-1.98	
2020-06	17.98	8.48	
2020-07	20.71	59.94	
2020-08	22.67	80.1	
2020-09	21.45	74.8	
2020-10	21.36	71.26	
2020-11	22.3	78.4	
2020-12	20.25	41.54	
2021-01	23.89	66.25	
2021-02	22.86	81.79	
2021-03	22.59	71.2	
2021-04	24.71	89.97	
2021-05	23	71.87	
2021-06	21.71	29.85	
2021-07	21.17	0.97	
2021-08	21.34	-15.99	
2021-09	23.5	26.25	
2021-10	23.03	39.9	
2021-11	24.36	60.03	
2021-12	24.66	78.69	
2022-01	21.17	19.41	
2022-02	19.15	-32.7	
2022-03	17.41	-67.38	
2022-04	16.28	-81.95	
2022-05	15.49	-91.78	
2022-06	16.07	-82.27	
2022-07	15.3	-89.46	
2022-08	14.82	-94.84	
2022-09	13.9	-99.62	
2022-10	12.05	-97.82	
2022-11	12.11	-92.9	
2022-12	11.99	-90.75	
2023-01	12	-88.62	
2023-02	13.45	-50.72	
2023-03	18.52	2.99	
2023-04	24.69	44.17	
2023-05	21.58	49.73	
2023-06	20.5	61.16	
2023-07	21.26	70.54	
2023-08	20.79	56.75	
2023-09	21.01	47.41	
2023-10	21.36	62.45	
2023-11	20.49	37.38	
2023-12	18.78	-14.24	
2024-01	16.91	-42.09	
2024-02	17.42	-45.22	
2024-03	19.47	-19.22	
2024-04	17.84	-48.39	
2024-05	17.29	-65.89	
2024-06	16.08	-81.16	
2024-07	14.83	-87.11	
2024-08	13.73	-93.22	
2024-09	14.14	-84.44	
2024-10	16.53	-48.11	
2024-11	16.93	-21.94	
2024-12	16.6	-10.63	
2025-01	14.98	-45.68	
