month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2004-09	0.88	-45.98	
2004-10	1.04	1.23	
2004-11	1	22.48	
2004-12	0.88	-36.68	
2005-01	0.83	-76.83	
2005-02	0.86	-72.05	
2005-03	0.79	-84.47	
2005-04	0.7	-94.13	
2005-05	0.67	-93.96	
2005-06	0.58	-97.36	
2005-07	0.52	-95.32	
2005-08	0.61	-71.66	
2005-09	0.65	-52.27	
2005-10	0.61	-56.81	
2005-11	0.55	-81.01	
2005-12	0.54	-80.03	
2006-01	0.62	-37.5	
2006-02	0.69	1.26	
2006-03	0.7	19.88	
2006-04	0.72	40.89	
2006-05	0.87	67.71	
2006-06	0.95	84.82	
2006-07	1.02	87.76	
2006-08	1.05	90.22	
2006-09	1.05	88.99	
2006-10	1.07	93.28	
2006-11	1.02	68.3	
2006-12	1.06	62.88	
2007-01	1.26	93.3	
2007-02	1.32	94.88	
2007-03	1.54	98.09	
2007-04	1.8	98.77	
2007-05	2.34	99.36	
2007-06	2.01	84.06	
2007-07	1.72	63.11	
2007-08	2.16	85.56	
2007-09	2.34	91.83	
2007-10	2.2	79.46	
2007-11	1.79	31.49	
2007-12	1.99	35.27	
2008-01	2.23	63.23	
2008-02	2.03	35.12	
2008-03	2.11	54.72	
2008-04	1.54	-28.83	
2008-05	1.58	-50.09	
2008-06	1.28	-76.43	
2008-07	1.26	-80.47	
2008-08	1.07	-91.5	
2008-09	0.84	-95.44	
2008-10	0.69	-98.26	
2008-11	0.65	-91.43	
2008-12	0.8	-73.76	
2009-01	0.79	-67.56	
2009-02	0.98	-36.25	
2009-03	1.03	-13.23	
2009-04	1.13	12.71	
2009-05	1.26	29.07	
2009-06	1.22	34.46	
2009-07	1.28	49.96	
2009-08	1.19	43.24	
2009-09	1.16	23.86	
2009-10	1.18	17.91	
2009-11	1.38	62.67	
2009-12	1.58	84.43	
2010-01	1.62	90.85	
2010-02	1.67	96.37	
2010-03	1.75	94.72	
2010-04	1.85	97.49	
2010-05	1.6	64.69	
2010-06	1.39	18.47	
2010-07	1.35	-5.64	
2010-08	1.55	9.7	
2010-09	1.66	42.76	
2010-10	1.64	52.51	
2010-11	1.7	61.28	
2010-12	1.81	73.84	
2011-01	1.68	48.79	
2011-02	1.71	42.14	
2011-03	1.77	66.03	
2011-04	1.75	71.52	
2011-05	1.57	10.88	
2011-06	1.4	-38.44	
2011-07	1.57	-31.84	
2011-08	1.63	-15.41	
2011-09	1.53	-39.88	
2011-10	1.47	-73.33	
2011-11	1.6	-41.64	
2011-12	1.54	-49.11	
2012-01	1.44	-79.88	
2012-02	1.49	-73.66	
2012-03	1.61	-17.65	
2012-04	1.63	20.38	
2012-05	1.73	54.34	
2012-06	1.68	65.27	
2012-07	1.64	54.42	
2012-08	1.58	5.98	
2012-09	1.54	-12.54	
2012-10	1.52	-38.15	
2012-11	1.55	-47.36	
2012-12	1.58	-36.91	
2013-01	1.72	33.79	
2013-02	2.09	73.15	
2013-03	2.39	93.24	
2013-04	2.57	96.13	
