month	ct_avg_Tdx收盘价	股东人数
1994-12	11.73	14232	
1995-12	9.78	14332	
1996-12	7.95	9492	
1997-12	6.86	9701	
1998-06	11.56	2824	
1998-12	5.7	9058	
1999-06	5.51	4848	
1999-12	5.77	4565	
2000-06	3.85	6603	
2000-12	7.98	6045	
2001-09	8.45	5260	
2001-12	14.61	4602	
2002-06	20.17	6262	
2002-09	16.97	6488	
2002-12	15.12	5564	
2003-03	18.47	4479	
2003-06	17.38	5377	
2003-09	8.3	6004	
2003-12	7.77	6519	
2004-03	10.28	8823	
2004-06	9.41	13055	
2004-09	6.45	12933	
2004-12	7.54	11105	
2005-03	7.67	11659	
2005-06	5.84	12078	
2005-09	7.08	11162	
2005-12	5.41	11216	
2006-03	5.69	17067	
2006-06	6.68	13972	
2006-09	5.75	20156	
2007-03	23.67	20429	
2007-06	45.55	34588	
2007-09	47.34	42820	
2007-12	53.47	40606	
2008-03	36.57	48908	
2008-06	24.29	81685	
2008-09	16.1	79345	
2008-12	8.49	214630	
2009-03	12.54	304290	
2009-06	16.18	399906	
2009-09	13.73	495789	
2009-12	17.71	391856	
2010-03	17.01	618605	
2010-06	10.39	638252	
2010-09	9.3	622577	
2010-12	10.14	613961	
2011-03	10.23	584962	
2011-06	8.7	588722	
2011-09	8	555378	
2011-12	7.82	536132	
2012-03	9.26	477459	
2012-06	10.07	249	
2012-09	8.95	229	
2012-12	9.19	212	
2013-03	11.4	185	
2013-06	10.58	183	
2013-09	12.39	183	
2013-12	11.53	173	
2014-06	9.14	166	
2014-09	10.17	164	
2014-12	20.83	153	
2015-03	21.79	146	
2015-06	25.38	435	
2015-09	12.86	442	
2015-12	15.83	446	
2016-03	13.82	447	
2016-06	15.26	455	
2016-09	15.91	454	
2016-12	16.11	452	
2017-03	15.3	448	
2017-06	14.93	446	
2017-09	14.99	152	
2017-12	13.61	153	
2018-03	11.89	149	
2018-06	9.85	153	
2018-09	8.66	151	
2018-12	9.38	158	
2019-03	13.65	158	
2019-06	13.26	162	
2019-09	15.1	159	
2019-12	14.6	162	
2020-06	12.1	160	
2020-09	14.47	157	
2020-12	12.86	155	
2021-03	11.72	150	
2021-06	11.66	149	
2021-09	12.68	150	
2021-12	12.14	148	
2022-03	10.68	147	
2022-06	9.62	149	
2022-09	9.19	147	
2022-12	8.87	147	
2023-03	8.94	147	
2023-06	9.37	147	
2023-09	10.01	145	
2023-12	9.45	145	
2024-03	9.01	147	
2024-06	8.51	147	
2024-09	8.54	142	
