month	ct_avg_Tdx收盘价	人均持股
1994-12	11.73	885	
1995-12	9.78	1143	
1996-12	7.95	1726	
1997-12	6.86	1688	
1998-06	11.56	5800	
1998-12	5.7	1808	
1999-06	5.51	3379	
1999-12	5.77	3588	
2000-06	3.85	2481	
2000-12	7.98	2710	
2001-09	8.45	3114	
2001-12	14.61	3559	
2002-06	20.17	3139	
2002-09	16.97	3030	
2002-12	15.12	3533	
2003-03	18.47	4388	
2003-06	17.38	7311	
2003-09	8.3	6548	
2003-12	7.77	6030	
2004-03	10.28	4456	
2004-06	9.41	4818	
2004-09	6.45	4863	
2004-12	7.54	5664	
2005-03	7.67	5395	
2005-06	5.84	5729	
2005-09	7.08	6199	
2005-12	5.41	8019	
2006-03	5.69	5270	
2006-06	6.68	8369	
2006-09	5.75	5801	
2007-03	23.67	5724	
2007-06	45.55	3381	
2007-09	47.34	2731	
2007-12	53.47	2880	
2008-03	36.57	2391	
2008-06	24.29	2863	
2008-09	16.1	2947	
2008-12	8.49	17484	
2009-03	12.54	12332	
2009-06	16.18	10008	
2009-09	13.73	8073	
2009-12	17.71	10214	
2010-03	17.01	6470	
2010-06	10.39	7467	
2010-09	9.3	7655	
2010-12	10.14	13401	
2011-03	10.23	14066	
2011-06	8.7	13976	
2011-09	8	14815	
2011-12	7.82	15347	
2012-03	9.26	17233	
2012-06	10.07	5994337	
2012-09	8.95	6517860	
2012-12	9.19	7040519	
2013-03	11.4	8068054	
2013-06	10.58	8156230	
2013-09	12.39	8156230	
2013-12	11.53	8627688	
2014-06	9.14	8991506	
2014-09	10.17	9101159	
2014-12	20.83	9755490	
2015-03	21.79	10223219	
2015-06	25.38	7838089	
2015-09	12.86	7713957	
2015-12	15.83	7644773	
2016-03	13.82	7627671	
2016-06	15.26	7493558	
2016-09	15.91	7510063	
2016-12	16.11	7543294	
2017-03	15.3	7610645	
2017-06	14.93	7644773	
2017-09	14.99	22431374	
2017-12	13.61	22284764	
2018-03	11.89	22883012	
2018-06	9.85	22284764	
2018-09	8.66	22579926	
2018-12	9.38	21579549	
2019-03	13.65	21579549	
2019-06	13.26	21046721	
2019-09	15.1	21443829	
2019-12	14.6	21046721	
2020-06	12.1	21309805	
2020-09	14.47	21716999	
2020-12	12.86	21997218	
2021-03	11.72	22730459	
2021-06	11.66	22883012	
2021-09	12.68	22730459	
2021-12	12.14	23037627	
2022-03	10.68	23194346	
2022-06	9.62	22883012	
2022-09	9.19	23194346	
2022-12	8.87	23194346	
2023-03	8.94	23194346	
2023-06	9.37	23194346	
2023-09	10.01	23514268	
2023-12	9.45	23514268	
2024-03	9.01	23194346	
2024-06	8.51	23194346	
2024-09	8.54	24011048	
