month	ct_avg_前复权价格	股东人数
2015-03	1.33	85358.5	
2015-06	2.04	50650	
2015-09	1.02	45233	
2015-12	1.56	46666	
2016-03	1.49	35359	
2016-06	1.82	29091	
2016-09	1.76	35381	
2016-12	1.77	26899	
2017-03	2.04	23214	
2017-06	2.05	21227	
2017-09	1.84	23672	
2017-12	1.62	26533	
2018-03	1.34	29546	
2018-06	1.2	27596	
2018-09	1.01	28554	
2018-12	0.93	27903	
2019-03	1.3	26982	
2019-06	0.94	28688	
2019-09	1.09	28025	
2019-12	1.55	25161	
2020-03	1.81	40575	
2020-06	2.4	26119	
2020-09	3.71	27729	
2020-12	3.6	28314	
2021-03	3.22	33807	
2021-06	3.68	32899	
2021-09	3.4	32507	
2021-12	5.05	36612	
2022-03	5.32	26103	
2022-06	6.08	24646	
2022-09	7.52	24139	
2022-12	5.89	32794	
2023-03	5.59	33057	
2023-06	6.7	25829	
2023-09	7.09	31752	
2023-12	6.99	26728	
2024-03	5.75	48686	
2024-06	5.57	47937	
2024-09	5.11	41598	
