month	ct_avg_Tdx收盘价	股东人数
2015-03	21.73	85358.5	
2015-06	33.34	50650	
2015-09	16.62	45233	
2015-12	25.28	46666	
2016-03	23.7	35359	
2016-06	29.53	29091	
2016-09	27.88	35381	
2016-12	28.11	26899	
2017-03	32.36	23214	
2017-06	32.48	21227	
2017-09	29.17	23672	
2017-12	25.66	26533	
2018-03	21.34	29546	
2018-06	19.04	27596	
2018-09	16.13	28554	
2018-12	14.73	27903	
2019-03	20.65	26982	
2019-06	14.99	28688	
2019-09	11.6	28025	
2019-12	16.51	25161	
2020-03	19.28	40575	
2020-06	25.61	26119	
2020-09	39.36	27729	
2020-12	38.17	28314	
2021-03	34.14	33807	
2021-06	38.92	32899	
2021-09	35.91	32507	
2021-12	53.33	36612	
2022-03	55.75	26103	
2022-06	63.95	24646	
2022-09	79.05	24139	
2022-12	61.98	32794	
2023-03	58.8	33057	
2023-06	70.42	25829	
2023-09	74.02	31752	
2023-12	73.03	26728	
2024-03	60.11	48686	
2024-06	58.18	47937	
2024-09	36.46	41598	
