month	ct_avg_Tdx收盘价	人均持股
2010-08	31.6	0	
2010-09	29.38	2066	
2010-12	28.54	2769	
2011-03	30.33	3812	
2011-06	16.63	4804	
2011-09	16.25	10968	
2011-12	12.41	9087	
2012-03	10.8	7126	
2012-06	9.21	7691	
2012-09	7.12	5812	
2012-12	5.96	6564	
2013-03	7.13	6740	
2013-06	6.03	7727	
2013-09	6.84	9872	
2013-12	6.87	9579	
2014-03	7.88	12095	
2014-06	10.67	14964	
2014-09	13.11	15713	
2014-12	13.26	17675	
2015-03	15.81	16831	
2015-06	22.26	13917	
2015-09	13.52	18800	
2015-12	19.64	17539	
2016-03	15.66	20273	
2016-06	16.26	20227	
2016-09	16.98	18128	
2016-12	17.86	13972	
2017-03	16.91	13323	
2017-06	16.97	7221	
2017-09	13.56	8659	
2017-12	11.97	18652	
2018-03	12.49	20639	
2018-06	12.38	23291	
2018-12	9.34	13653	
2019-03	12.51	16822	
2019-06	12.31	19217	
2019-09	12.48	18176	
2019-12	11.27	18523	
2020-03	14.38	15427	
2020-06	15.57	17783	
2020-09	27.92	13101	
2020-12	38.02	8254	
2021-03	28.48	6889	
2021-06	39.26	18837	
2021-09	65.83	13954	
2021-12	90.07	19270	
2022-03	88.02	13979	
2022-06	86.73	21259	
2022-09	66.64	16664	
2022-12	56.97	34350	
2023-03	57.39	33734	
2023-06	38.8	51185	
2023-09	25.21	23628	
2023-12	19	21194	
2024-03	18.74	17843	
2024-06	13.3	18135	
2024-09	10.51	18929	
