month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2012-08	0.29	-95.84	
2012-09	0.26	-91.88	
2012-10	0.25	-89.24	
2012-11	0.24	-89.28	
2012-12	0.22	-91.5	
2013-01	0.24	-73.93	
2013-02	0.24	-72.32	
2013-03	0.26	-44.94	
2013-04	0.23	-64.98	
2013-05	0.24	-53.08	
2013-06	0.22	-60.66	
2013-07	0.21	-78.03	
2013-08	0.23	-55.07	
2013-09	0.25	-8.88	
2013-10	0.25	6.4	
2013-11	0.28	37.12	
2013-12	0.25	29.71	
2014-01	0.24	2.72	
2014-02	0.27	34.1	
2014-03	0.28	60.03	
2014-04	0.35	77.13	
2014-05	0.39	85.09	
2014-06	0.39	89.69	
2014-07	0.44	95.46	
2014-08	0.44	90.09	
2014-09	0.48	95.36	
2014-10	0.56	97.37	
2014-11	0.54	88.17	
2014-12	0.48	62.46	
2015-01	0.47	42.5	
2015-02	0.51	65.77	
2015-03	0.58	85.06	
2015-04	0.67	88.99	
2015-05	0.7	93.12	
2015-06	0.81	94.43	
2015-07	0.63	64.32	
2015-08	0.57	29.8	
2015-09	0.49	-5.31	
2015-10	0.56	-2.21	
2015-11	0.62	17.09	
2015-12	0.71	53.73	
2016-01	0.56	15.67	
2016-02	0.56	-13.1	
2016-03	0.57	-27.25	
2016-04	0.62	3.26	
2016-05	0.6	0.17	
2016-06	0.59	-16.92	
2016-07	0.64	34.18	
2016-08	0.58	0.82	
2016-09	0.62	44.42	
2016-10	0.62	59.26	
2016-11	0.64	63.96	
2016-12	0.65	74.11	
2017-01	0.65	71.87	
2017-02	0.65	64.34	
2017-03	0.61	27.29	
2017-04	0.6	9.18	
2017-05	0.59	-38.44	
2017-06	0.62	-18.22	
2017-07	0.53	-67.05	
2017-08	0.51	-77.21	
2017-09	0.49	-89.07	
2017-10	0.49	-85.14	
2017-11	0.47	-93.3	
2017-12	0.44	-95.75	
2018-01	0.43	-92	
2018-02	0.43	-87.38	
2018-03	0.45	-63.84	
2018-04	0.45	-62.45	
2018-05	0.47	-26.14	
2018-06	0.45	-41.38	
2018-07	0.44	-58.4	
2018-08	0.44	-61.8	
2018-09	0.44	-47.7	
2018-10	0.44	-51.49	
2018-11	0.43	-29.83	
2018-12	0.34	-83.22	
2019-01	0.35	-79.87	
2019-02	0.43	-42.8	
2019-03	0.45	-10.97	
2019-04	0.46	9.91	
2019-05	0.42	-8.66	
2019-06	0.45	26.46	
2019-07	0.43	18.98	
2019-08	0.39	-34.21	
2019-09	0.46	15.67	
2019-10	0.41	-3.27	
2019-11	0.41	-36.35	
2019-12	0.41	-46.23	
2020-01	0.46	8.65	
2020-02	0.61	73.53	
2020-03	0.52	70.66	
2020-04	0.5	67.6	
2020-05	0.54	78.72	
2020-06	0.56	81.7	
2020-07	0.78	95.61	
2020-08	0.79	90.52	
2020-09	1.01	98.33	
2020-10	1.4	97.88	
2020-11	1.22	85.89	
2020-12	1.38	87.66	
2021-01	1.44	89.02	
2021-02	1.34	77.92	
2021-03	1.03	34.63	
2021-04	1.04	18.45	
2021-05	1.02	-2.28	
2021-06	1.43	43.28	
2021-07	1.88	74.39	
2021-08	2.29	91.96	
2021-09	2.4	90.4	
2021-10	2.72	93.25	
2021-11	3.37	95.7	
2021-12	3.28	91.58	
2022-01	3.23	79.84	
2022-02	3.04	68.97	
2022-03	3.2	70.34	
2022-04	2.81	29.42	
2022-05	3.25	50.09	
2022-06	3.69	79.42	
2022-07	3.8	88.95	
2022-08	3.67	82.14	
2022-09	3.4	53.53	
2022-10	3.25	20.03	
2022-11	3.19	13.43	
2022-12	2.91	-25.85	
2023-01	3.29	-10.04	
2023-02	3.1	-24.73	
2023-03	2.93	-45.88	
2023-04	2.85	-59.02	
2023-05	2.72	-74.6	
2023-06	2.79	-73.79	
2023-07	2.51	-85.2	
2023-08	2.1	-98.52	
2023-09	1.81	-98.48	
2023-10	1.68	-97.79	
2023-11	1.61	-94.07	
2023-12	1.37	-97.49	
2024-01	1.42	-84.9	
2024-02	1.27	-94.45	
2024-03	1.35	-84.78	
2024-04	1.13	-98.48	
2024-05	1.06	-93.35	
2024-06	0.99	-94.31	
2024-07	0.77	-97.21	
2024-08	0.76	-92.13	
2024-09	0.78	-86.32	
2024-10	1.15	-43.01	
2024-11	1.3	-7.06	
2024-12	1.14	-3.33	
2025-01	0.97	-29.52	
