month	ct_avg_Tdx收盘价	人均持股
2006-09	3.34	178290	
2006-12	4.02	200596	
2007-03	5.09	219761	
2007-06	5.2	237566	
2007-09	6.01	254712	
2007-12	6.54	272409	
2008-03	5.23	276342	
2008-06	4.35	281230	
2008-09	3.49	283255	
2008-12	3.16	251122	
2009-03	3.43	251571	
2009-06	4.15	254589	
2009-09	3.94	294299	
2009-12	4.19	301780	
2010-03	4.19	304427	
2010-06	3.61	306731	
2010-09	3.32	307961	
2010-12	3.27	343928	
2011-03	3.3	351490	
2011-06	3.19	356376	
2011-09	2.92	358142	
2011-12	2.91	359740	
2012-03	3	362823	
2012-06	2.91	363662	
2012-09	2.68	365573	
2012-12	2.85	359740	
2013-03	2.95	371628	
2013-06	2.77	373042	
2013-09	2.77	374915	
2013-12	2.73	377282	
2014-03	2.5	379012	
2014-06	2.73	380967	
2014-09	2.7	384269	
2014-12	3.59	387706	
2015-03	4.18	392469	
2015-06	4.8	409153	
2015-09	3.9	411240	
2015-12	4.08	412516	
2016-03	3.37	412791	
2016-06	3.3	413818	
2016-09	3.4	415835	
2016-12	3.49	417548	
2017-03	3.65	420274	
2017-06	3.65	421345	
2017-09	4.17	427156	
2017-12	3.92	430934	
2018-03	4.13	439828	
2018-06	3.72	441348	
2018-09	3.57	443641	
2018-12	3.6	444726	
2019-03	3.81	446860	
2019-06	3.74	448540	
2019-09	3.61	450631	
2019-12	3.65	451639	
2020-03	3.55	454089	
2020-06	3.48	454981	
2020-09	3.21	460747	
2020-12	3.21	463466	
2021-03	3.28	467341	
2021-06	3.13	470849	
2021-09	3.07	474587	
2021-12	3.06	477312	
2022-03	3.15	479123	
2022-06	3.23	480781	
2022-09	3.07	484770	
2022-12	3.14	486640	
2023-03	3.37	489302	
2023-06	3.95	491058	
2023-09	3.73	494414	
2023-12	3.99	496354	
2024-03	4.43	498722	
2024-06	4.48	502393	
2024-09	4.76	505631	
