month	ct_avg_Tdx收盘价	人均持股
1997-12	8.8	1265	
1998-06	11.43	1284	
1998-12	11.67	2103	
1999-06	12.12	2189	
1999-12	11.89	2209	
2000-06	19.8	2180	
2000-12	18.48	1871	
2001-06	17.88	1672	
2001-12	14.69	1708	
2002-03	15.1	1865	
2002-06	14.38	1983	
2002-09	14.95	2058	
2002-12	13.38	3147	
2003-03	15.23	3369	
2003-06	7.97	6003	
2003-09	7.36	6127	
2003-12	8.18	6009	
2004-03	10.77	8381	
2004-06	7.03	13770	
2004-09	7.07	12792	
2004-12	8.58	0	
2005-03	10.58	0	
2005-06	9.56	15373	
2005-09	11.36	16863	
2005-12	10.81	18529	
2006-03	14.06	19252	
2006-06	20.48	16230	
2006-09	18.16	20663	
2006-12	23.84	20640	
2007-03	27.61	10328	
2007-06	44.73	19215	
2007-09	52.02	19963	
2007-12	67.35	22604	
2008-03	85.65	26742	
2008-06	83.69	28691	
2008-12	67.26	28468	
2009-03	53.76	11001	
2009-06	53.21	5547	
2009-09	53.67	5760	
2009-12	57.98	9588	
2010-03	52.49	7551	
2010-06	41.68	6317	
2010-09	60.4	8469	
2010-12	62.71	9913	
2011-03	54.4	5656	
2011-06	56.41	7285	
2011-09	48.43	8697	
2011-12	35.38	8402	
2012-03	37.14	7267	
2012-06	31.41	7266	
2012-09	30.47	7636	
2012-12	25.12	7692	
2013-03	28.19	8044	
2013-06	19.92	7617	
2013-09	18.74	7334	
2013-12	17.04	7612	
2014-03	15.11	7692	
2014-06	15.07	7910	
2014-09	18.02	10161	
2014-12	22.52	14680	
2015-03	28.07	16733	
2015-06	31.85	27553	
2015-09	17.92	32446	
2015-12	24.07	22845	
2016-03	17.94	24367	
2016-06	19.92	23713	
2016-09	19.38	25776	
2016-12	19.62	27695	
2017-03	18.62	29939	
2017-04	17.44	30096.5	
2017-06	12.52	37731	
2017-08	11.45	39110	
2017-09	15.65	21544	
2017-10	16.51	22527	
2017-11	14.36	22737	
2017-12	13.21	22171.5	
2018-03	13.02	25957.33	
2018-04	13.12	27237	
2018-05	12.71	27909	
2018-06	11.52	28508.33	
2018-07	9.8	28617.33	
2018-08	7.81	28438	
2018-09	8.91	27730	
2018-10	7.73	28723.67	
2018-11	8.11	29420	
2018-12	8	30297	
2019-01	6.41	27977	
2019-02	6.67	28474.33	
2019-03	7.33	29158.5	
2019-04	7.28	30904.33	
2019-05	7.25	33772.33	
2019-06	6.67	34306.25	
2019-07	6.48	34817	
2019-08	6.28	35636.33	
2019-09	7.34	37439.33	
2019-10	8.59	37870.33	
2019-11	8.8	39474.33	
2019-12	8.16	40269.67	
2020-01	8.75	40577.5	
2020-02	8.76	43043.33	
2020-03	9.58	61099	
2020-04	9.52	92529.33	
2021-09	35.56	19004	
2021-12	31.29	23711	
2022-03	31.69	23967	
2022-06	30.59	20857	
2022-09	25.98	18278	
2022-12	24.09	19369	
2023-03	23.28	20521	
2023-06	19.26	21281	
2023-09	17.68	22728	
2023-12	15.54	22470	
2024-03	16.6	24130	
2024-06	17.15	24646	
2024-09	15.23	24983	
