month	ct_avg_Tdx收盘价	股东人数
1997-12	8.8	35568	
1998-06	11.43	38943	
1998-12	11.67	23777	
1999-06	12.12	22842	
1999-12	11.89	29426	
2000-06	19.8	29810	
2000-12	18.48	34736	
2001-06	17.88	38882	
2001-12	14.69	38047	
2002-03	15.1	34849	
2002-06	14.38	32774	
2002-09	14.95	31585	
2002-12	13.38	31777	
2003-03	15.23	29683	
2003-06	7.97	33317	
2003-09	7.36	32642	
2003-12	8.18	33283	
2004-03	10.77	23864	
2004-06	7.03	21786	
2004-09	7.07	23453	
2004-12	8.58	21486	
2005-03	10.58	20038	
2005-06	9.56	19515	
2005-09	11.36	17790	
2005-12	10.81	16191	
2006-03	14.06	15583	
2006-06	20.48	20695	
2006-09	18.16	16255	
2006-12	23.84	16273	
2007-03	27.61	32522	
2007-06	44.73	17480	
2007-09	52.02	19571	
2007-12	67.35	17287	
2008-03	85.65	14612	
2008-06	83.69	13619	
2008-12	67.26	13726	
2009-03	53.76	35518	
2009-06	53.21	70444	
2009-09	53.67	67843	
2009-12	57.98	40754	
2010-03	52.49	51746	
2010-06	41.68	61854	
2010-09	60.4	46141	
2010-12	62.71	39418	
2011-03	54.4	84578	
2011-06	56.41	65657	
2011-09	48.43	66348	
2011-12	35.38	68685	
2012-03	37.14	79417	
2012-06	31.41	79426	
2012-09	30.47	75573	
2012-12	25.12	75025	
2013-03	28.19	71738	
2013-06	19.92	75759	
2013-09	18.74	78690	
2013-12	17.04	75816	
2014-03	15.11	75032	
2014-06	15.07	72965	
2014-09	18.02	68193	
2014-12	22.52	73130	
2015-03	28.07	64156	
2015-06	31.85	56850	
2015-09	17.92	48276	
2015-12	24.07	68566	
2016-03	17.94	64282	
2016-06	19.92	66055	
2016-09	19.38	60770	
2016-12	19.62	56559	
2017-03	18.62	61233	
2017-04	17.44	60913.5	
2017-06	12.52	72881	
2017-08	11.45	70312	
2017-09	15.65	127643	
2017-10	16.51	122072	
2017-11	14.36	120942	
2017-12	13.21	124380	
2018-03	13.02	105977	
2018-04	13.12	100995	
2018-05	12.71	98533	
2018-06	11.52	96466.33	
2018-07	9.8	96096	
2018-08	7.81	96704	
2018-09	8.91	99225.25	
2018-10	7.73	95749.67	
2018-11	8.11	93473	
2018-12	8	90765.25	
2019-01	6.41	98307	
2019-02	6.67	96582	
2019-03	7.33	94317	
2019-04	7.28	89045.67	
2019-05	7.25	81439.33	
2019-06	6.67	80160	
2019-07	6.48	78989.33	
2019-08	6.28	77187.33	
2019-09	7.34	73452.33	
2019-10	8.59	72625.67	
2019-11	8.8	69667.67	
2019-12	8.16	68287.67	
2020-01	8.75	67774.5	
2020-02	8.76	63941.67	
2020-03	9.58	59523.67	
2020-04	9.52	58559.33	
2021-09	35.56	285673	
2021-12	31.29	228963	
2022-03	31.69	226513	
2022-06	30.59	260287	
2022-09	25.98	297019	
2022-12	24.09	280292	
2023-03	23.28	264744	
2023-06	19.26	255285	
2023-09	17.68	239035	
2023-12	15.54	241777	
2024-03	16.6	225142	
2024-06	17.15	220433	
2024-09	15.23	217462	
