month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2012-11	5.84	-0.03	
2012-12	5.82	-0.04	
2013-01	6.47	0.05	
2013-02	6.43	0.04	
2013-03	6.16	-0.02	
2013-04	6.62	0.05	
2013-05	8.07	0.26	
2013-06	7.4	0.15	
2013-07	7.05	0.08	
2013-08	6.86	0.04	
2013-09	7.03	0.06	
2013-10	6.8	0.02	
2013-11	6.23	-0.08	
2013-12	6.34	-0.07	
2014-01	7.24	0.06	
2014-02	7.63	0.1	
2014-03	7.1	0.02	
2014-04	6.6	-0.06	
2014-05	6.2	-0.13	
2014-06	6.03	-0.15	
2014-07	6.37	-0.11	
2014-08	6.84	-0.05	
2014-09	7.32	0	
2014-10	7.48	0.02	
2014-11	7.41	0	
2014-12	8.07	0.08	
2015-01	8.71	0.16	
2015-02	8.86	0.17	
2015-03	9.73	0.27	
2015-04	12.13	0.57	
2015-05	12.45	0.59	
2015-06	14.41	0.82	
2015-07	10.38	0.3	
2015-08	9.8	0.22	
2015-09	7.42	-0.08	
2015-10	9	0.12	
2015-11	9.84	0.22	
2015-12	10.1	0.25	
2016-01	8.43	0.04	
2016-02	7.93	-0.02	
2016-03	7.75	-0.05	
2016-04	8.59	0.06	
2016-05	7.95	-0.02	
2016-06	8.21	0.02	
2016-07	8.57	0.06	
2016-08	8.52	0.05	
2016-09	8.6	0.06	
2016-10	8.7	0.07	
2016-11	9.04	0.11	
2016-12	9.77	0.19	
2017-01	10.37	0.26	
2017-02	10.81	0.31	
2017-03	12.27	0.47	
2017-04	12.71	0.51	
2017-05	12.6	0.49	
2017-06	12.81	0.51	
2017-07	12.35	0.45	
2017-08	11.56	0.35	
2017-09	12.17	0.42	
2017-10	14.01	0.62	
2017-11	13.29	0.53	
2017-12	12.49	0.43	
2018-01	11.94	0.36	
2018-02	12.19	0.39	
2018-03	12.89	0.47	
2018-04	13.13	0.49	
2018-05	14.64	0.65	
2018-06	13.19	0.49	
2018-07	12.64	0.43	
2018-08	11.61	0.31	
2018-09	10.89	0.23	
2018-10	8.29	-0.06	
2018-11	8.57	-0.02	
2018-12	8.08	-0.08	
2019-01	8.25	-0.06	
2019-02	8.72	0	
2019-03	10.02	0.15	
2019-04	9.98	0.15	
2019-05	8.23	-0.05	
2019-06	7.92	-0.09	
2019-07	8.15	-0.06	
2019-08	7.99	-0.08	
2019-09	8.88	0.02	
2019-10	9.16	0.05	
2019-11	10.44	0.2	
2019-12	10.87	0.24	
2020-01	11.73	0.33	
2020-02	12.18	0.37	
2020-03	14	0.56	
2020-04	15.1	0.67	
2020-05	15.24	0.66	
2020-06	14.9	0.61	
2020-07	19.27	1.05	
2020-08	21.42	1.25	
2020-09	19.54	1.02	
2020-10	18.49	0.88	
2020-11	17.54	0.77	
2020-12	16.9	0.68	
2021-01	16.61	0.64	
2021-02	18.05	0.76	
2021-03	21.67	1.08	
2021-04	24.12	1.27	
2021-05	22.73	1.11	
2021-06	22.37	1.04	
2021-07	21.94	0.98	
2021-08	25.01	1.22	
2021-09	30.73	1.67	
2021-10	31.39	1.67	
2021-11	36.85	2.06	
2021-12	41.86	2.38	
2022-01	37.03	1.92	
2022-02	36.08	1.78	
2022-03	30.84	1.33	
2022-04	23.66	0.76	
2022-05	26.03	0.92	
2022-06	28.94	1.1	
2022-07	33.69	1.39	
2022-08	36.11	1.51	
2022-09	32.52	1.22	
2022-10	30.68	1.06	
2022-11	30.44	1.01	
2022-12	30.71	1	
2023-01	33.55	1.15	
2023-02	35.86	1.26	
2023-03	36.09	1.23	
2023-04	35.83	1.18	
2023-05	37	1.21	
2023-06	37.31	1.19	
2023-07	40.05	1.31	
2023-08	40.33	1.29	
2023-09	40.6	1.27	
2023-10	39.13	1.16	
2023-11	39.29	1.13	
2023-12	40.22	1.15	
2024-01	42.3	1.22	
2024-02	44.55	1.29	
2024-03	48.11	1.43	
2024-04	51.66	1.55	
2024-05	57.26	1.76	
2024-06	57.59	1.71	
2024-07	51.63	1.38	
2024-08	53.15	1.4	
2024-09	55.14	1.44	
2024-10	60.5	1.62	
2024-11	63.06	1.67	
2024-12	60.06	1.48	
2025-01	60.19	1.44	
2025-02	62.86	1.49	
