month	ct_avg_前复权价格	股东人数
2004-09	0.83	8227	
2004-12	0.94	7714	
2005-03	1.07	9984	
2005-06	0.74	9965	
2005-09	1.05	10094	
2005-12	1.35	6789	
2006-03	1.49	6280	
2006-06	2.2	4287	
2006-09	2.55	2946	
2006-12	2.81	3012	
2007-03	4.91	2290	
2007-06	6.83	3693	
2007-09	7.66	8715	
2007-12	8.48	8282	
2008-03	8.32	7794	
2008-06	5.94	10537	
2008-09	6.13	8817	
2008-12	7.54	6483	
2009-03	7.81	18938	
2009-06	9.31	28948	
2009-09	9.41	21200	
2009-12	10.98	36193	
2010-03	12.39	42616	
2010-06	12.31	30009	
2010-09	10.16	50419	
2010-12	10.56	51272	
2011-03	9.89	57457	
2011-06	6.01	72594	
2011-09	6.16	61599	
2011-12	5.94	56208	
2012-03	6.18	50741	
2012-06	5.09	50333	
2012-09	5.86	46069	
2012-12	5.82	44789	
2013-03	6.16	43832	
2013-06	7.4	37642	
2013-09	7.03	43705	
2013-12	6.34	42970	
2014-03	7.1	40556	
2014-06	6.03	42657	
2014-09	7.32	48359	
2014-12	8.07	46433	
2015-03	9.73	51438	
2015-06	14.41	46936	
2015-09	7.42	43882	
2015-12	10.1	47637	
2016-03	7.75	48509	
2016-06	8.21	48969	
2016-09	8.6	46281	
2016-12	9.77	38905	
2017-02	10.81	31398	
2017-03	12.27	27859	
2017-06	12.81	24150	
2017-09	12.17	23790	
2017-12	12.49	20664	
2018-03	12.89	20037	
2018-06	13.19	18144	
2018-09	10.89	23748	
2018-12	8.08	27031.67	
2019-01	8.25	27736	
2019-02	8.72	26273	
2019-03	10.02	34590.67	
2019-04	9.98	35789	
2019-05	8.23	35135.33	
2019-06	7.92	34402.75	
2019-07	8.15	35698	
2019-08	7.99	35195.67	
2019-09	8.88	33926	
2019-10	9.16	32639	
2019-11	10.44	26986	
2019-12	10.87	25953	
2020-01	11.73	25554	
2020-02	12.18	31195.67	
2020-03	14	43093	
2020-04	15.1	50581	
2020-06	14.9	50778	
2020-09	19.54	53973	
2020-12	16.9	60053	
2021-03	21.67	39914	
2021-06	22.37	36201	
2021-09	30.73	30068	
2021-12	41.86	29576	
2022-03	30.84	27817	
2022-06	28.94	28633	
2022-09	32.52	22185	
2022-12	30.71	22743	
2023-03	36.09	19901	
2023-06	37.31	19884	
2023-09	40.6	16864	
2023-12	40.22	16901	
2024-03	48.11	18230	
2024-06	57.59	22772	
2024-09	55.14	21877	
