month	ct_avg_Tdx收盘价	人均持股
2007-09	20.79	2431	
2007-12	18.45	3109	
2008-03	15.2	3065	
2008-06	12.43	3200	
2008-09	9.1	5990	
2008-12	8.94	6095	
2009-03	12.34	7361	
2009-06	16.12	9583	
2009-09	17.15	11005	
2009-12	18.62	10402	
2010-03	16.96	9306	
2010-06	11.21	9859	
2010-09	10.97	15554	
2010-12	10.08	16889	
2011-03	11	18946	
2011-06	8.98	16833	
2011-09	8.25	17414	
2011-12	9.26	19948	
2012-03	9.22	19060	
2012-06	8.55	18772	
2012-09	7.7	18805	
2012-12	8.66	19939	
2013-03	9.47	20202	
2013-06	8.8	21098	
2013-09	8.42	21120	
2013-12	8.23	21421	
2014-03	7.66	21618	
2014-06	7.93	22020	
2014-09	8.52	23472	
2014-12	13.64	22229	
2015-03	14.13	22534	
2015-06	20.61	21679	
2015-09	15.01	29162	
2015-12	17.96	34319	
2016-03	15.79	35345	
2016-06	11.06	66844	
2016-09	10.39	67277	
2016-12	11.14	63144	
2017-03	11.86	67040	
2017-06	10.96	55207	
2017-09	8.07	68124	
2017-12	7.9	69652	
2018-03	8.66	72889	
2018-06	7.94	71754	
2018-09	7.31	71171	
2018-12	6.73	58844	
2019-03	7.84	67232	
2019-06	8.34	71477	
2019-09	8.24	71596	
2019-12	8.54	66565	
2020-03	7.54	60249	
2020-06	7.68	60583	
2020-09	8.37	63092	
2020-12	8.12	60826	
2021-03	9.82	78944	
2021-06	10.34	89493	
2021-09	9.36	79859	
2021-12	9.08	77166	
2022-03	10.28	106675	
2022-06	10.97	82778	
2022-09	10.61	112846	
2022-12	10.23	115676	
2023-03	9.4	91489	
2023-06	8.41	89943	
2023-09	7.97	91078	
2023-12	7.22	88280	
2024-03	8.9	107515	
2024-06	9.96	124474	
2024-09	10.21	127439	
