month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2018-01	1.05	85.78	
2018-02	1.06	86.67	
2018-03	0.99	74.31	
2018-04	0.98	69.89	
2018-05	1.02	78.29	
2018-06	0.99	68.21	
2018-07	0.83	-4.22	
2018-08	0.79	-39.13	
2018-09	0.83	-42.43	
2018-10	0.8	-52.53	
2018-11	0.86	-36.4	
2018-12	0.83	-47.77	
2019-01	0.83	-54.59	
2019-02	0.94	1.79	
2019-03	1.01	37.67	
2019-04	1.05	55.7	
2019-05	0.99	51.03	
2019-06	0.98	52.35	
2019-07	1.01	69.68	
2019-08	0.95	37.54	
2019-09	0.95	20.4	
2019-10	0.95	3.97	
2019-11	0.89	-34.95	
2019-12	0.93	-33.73	
2020-01	0.93	-25.28	
2020-02	0.83	-72.55	
2020-03	0.84	-80.07	
2020-04	0.81	-85.59	
2020-05	0.79	-92.36	
2020-06	0.79	-86.88	
2020-07	0.88	-35.75	
2020-08	0.86	-27.85	
2020-09	0.8	-61.45	
2020-10	0.76	-78.57	
2020-11	0.73	-81.68	
2020-12	0.68	-93.05	
2021-01	0.65	-92.54	
2021-02	0.61	-92.8	
2021-03	0.64	-85.21	
2021-04	0.6	-94.22	
2021-05	0.59	-93.25	
2021-06	0.56	-96.09	
2021-07	0.56	-90.26	
2021-08	0.53	-89.61	
2021-09	0.6	-59.78	
2021-10	0.64	-17.69	
2021-11	0.58	-38.11	
2021-12	0.68	21.93	
2022-01	0.73	50.66	
2022-02	0.75	65.29	
2022-03	0.76	73.52	
2022-04	0.85	88.44	
2022-05	0.72	59.3	
2022-06	0.67	16.71	
2022-07	0.69	13.99	
2022-08	0.75	37.23	
2022-09	0.87	74.23	
2022-10	0.85	74.33	
2022-11	0.8	65.67	
2022-12	0.77	54.55	
2023-01	0.78	32.81	
2023-02	0.81	56.61	
2023-03	0.78	34.43	
2023-04	0.81	36.7	
2023-05	0.75	-7.72	
2023-06	0.75	-27.95	
2023-07	0.72	-49.06	
2023-08	0.79	-3.76	
2023-09	0.74	-28.48	
2023-10	0.67	-78.73	
2023-11	0.62	-89.49	
2023-12	0.54	-96.85	
2024-01	0.49	-96.71	
2024-02	0.51	-85.4	
2024-03	0.53	-76.06	
2024-04	0.48	-87.45	
2024-05	0.56	-57.95	
2024-06	0.54	-45.44	
2024-07	0.52	-56.87	
2024-08	0.52	-54.51	
2024-09	0.55	-22.79	
2024-10	0.64	29.27	
2024-11	0.67	48.9	
2024-12	0.64	53.98	
2025-01	0.58	32.29	
2025-02	0.57	16.96	
