month	ct_avg_Tdx收盘价	人均持股
1996-12	59.28	1150	
1997-12	35.66	609	
1998-12	16.87	1205	
1999-12	15.09	1094	
2000-12	15.13	1344	
2001-12	9.58	2438	
2002-06	8.41	2316	
2002-09	8.62	2339	
2002-12	8.11	2365	
2003-03	8.68	2419	
2003-06	8.78	2324	
2003-09	7.9	2409	
2003-12	8.71	2502	
2004-03	10.3	2656	
2004-06	10.73	3307	
2004-09	10.93	4314	
2004-12	10.27	4519	
2005-03	9.51	4434	
2005-06	9.74	4865	
2005-09	10.7	5178	
2005-12	9.67	5296	
2006-03	10.33	7471	
2006-06	12.32	5904	
2006-09	8.04	7120	
2006-12	11.39	9958	
2007-03	16.62	12339	
2007-06	34.42	17217	
2007-09	44.29	20266	
2007-12	44.08	22429	
2008-03	47.02	28730	
2008-06	34.68	23478	
2008-09	16.07	31701	
2008-12	19.31	36275	
2009-03	23.61	53682	
2009-06	20.38	36289	
2009-09	21.46	36904	
2009-12	27.59	44399	
2010-03	26.74	37108	
2010-06	20.5	16387	
2010-09	14.6	18720	
2010-12	17.88	20373	
2011-03	22.16	34423	
2011-06	22.03	37581	
2011-09	19.8	32806	
2011-12	17.02	31050	
2012-03	20.73	37212	
2012-06	21.58	41801	
2012-09	20.88	46017	
2012-12	24.17	50984	
2013-03	28.13	51446	
2013-06	25.11	41659	
2013-09	26.38	45918	
2013-12	32.3	50769	
2014-03	27.48	30961	
2014-06	29.56	38524	
2014-09	28.84	30264	
2014-12	36.28	42007	
2015-03	41.16	26587	
2015-06	60.54	9799	
2015-09	16.82	15687	
2015-12	21.65	16953	
2016-09	21.88	17567	
2016-12	25.55	15041	
2017-03	29.43	18989	
2017-06	37.35	16134	
2017-09	37.9	16423	
2017-12	43.42	16704	
2018-03	50.99	13717	
2018-06	47.93	12979	
2018-09	37.79	11932	
2018-12	36.58	10825	
2019-03	46.03	13630	
2019-06	52.91	14971	
2019-09	58.33	17902	
2019-12	63.51	19369	
2020-03	55.65	12030	
2020-06	58.55	10779	
2020-09	54.78	9546	
2020-12	63.03	12437	
2021-03	60.22	12739	
2021-06	53.85	8351	
2021-09	39.75	6721	
2021-12	36.17	6182	
2022-03	33.62	6332	
2022-06	32.36	6295	
2022-09	33.64	7331	
2022-12	32.82	7518	
2023-03	36.83	8462	
2023-06	35.75	8956	
2023-09	36.46	9756	
2023-12	32.48	9095	
2024-03	39.25	11004	
2024-06	40.44	11568	
2024-09	41.09	13275	
