month	ct_avg_Tdx收盘价	人均持股
2009-11	39.66	0	
2009-12	39.44	1554	
2010-03	35.54	2172	
2010-06	28.05	3438	
2010-09	29.45	4642	
2010-12	31.87	5908	
2011-03	28.51	6188	
2011-06	16.27	13488	
2011-09	17.21	13333	
2011-12	17.94	15132	
2012-03	19.5	15712	
2012-06	17.33	21824	
2012-09	16.34	21912	
2012-12	15.98	90973	
2013-03	17.46	95199	
2013-06	12.94	99228	
2013-09	11.01	68324	
2013-12	12.07	74429	
2014-03	9.88	49066	
2014-06	10.49	75194	
2014-09	11.44	63980	
2014-12	12.12	75311	
2015-03	16.7	87000	
2015-06	23.45	55014	
2015-09	12.02	63623	
2015-12	14.07	67221	
2016-03	14.81	81679	
2016-06	16.51	68073	
2016-09	16.14	93797	
2016-12	15.07	60611	
2017-03	16.02	95654	
2017-06	17.19	117608	
2017-09	18.83	110485	
2017-12	21.92	116755	
2018-03	23.1	110871	
2018-06	22.79	115459	
2018-09	20.42	131052	
2018-12	23.16	137679	
2019-03	26.94	119889	
2019-06	30.55	121718	
2019-09	33.39	125433	
2019-12	32.83	129178	
2020-03	36.02	118796	
2020-06	46.47	101902	
2020-09	63.33	76933	
2020-12	61.38	69502	
2021-03	74.02	74593	
2021-06	78.05	74444	
2021-09	62.55	63611	
2021-12	69.6	83331	
2022-03	60.18	75209	
2022-06	59.95	77269	
2022-09	58.88	86498	
2022-12	59.72	92259	
2023-03	60.66	69852	
2023-06	47.72	61583	
2023-09	47.57	65597	
2023-12	42.87	70397	
2024-03	43.84	72047	
2024-06	48.39	73358	
2024-09	37.76	63034	
