month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2012-03	22.36	-48.15	
2012-04	21.14	-77.84	
2012-05	21.7	-62.46	
2012-06	21.68	-47.59	
2012-07	20.33	-80.27	
2012-08	21.68	-57.69	
2012-09	22.12	-6.65	
2012-10	20.23	-56.65	
2012-11	19.43	-86.93	
2012-12	18.41	-83.8	
2013-01	20.22	-66.7	
2013-02	20.3	-55.18	
2013-03	19.11	-77.38	
2013-04	17.84	-92.76	
2013-05	18.74	-73.62	
2013-06	17.71	-81.3	
2013-07	17.27	-90.18	
2013-08	18.01	-72.85	
2013-09	18.03	-59.02	
2013-10	18.27	-44.5	
2013-11	23.65	15.35	
2013-12	24.33	56.05	
2014-01	22.76	62.84	
2014-02	23.21	73.16	
2014-03	21.68	49.96	
2014-04	20.42	23.17	
2014-05	19.84	-10.94	
2014-06	20.66	-13.21	
2014-07	22.11	38.66	
2014-08	23.31	56.63	
2014-09	24.78	75.47	
2014-10	26.51	81.1	
2014-11	27.19	82.99	
2014-12	25.89	74.03	
2015-01	24.7	52.41	
2015-02	24.66	44.82	
2015-03	27.45	74.23	
2015-04	33.74	93.79	
2015-05	40.96	96.43	
2015-06	51.26	93.28	
2015-07	30.95	53.69	
2015-08	27.28	17.98	
2015-09	19.97	-17.19	
2015-10	23.17	-22.74	
2015-11	27.94	-15.69	
2015-12	30.71	6.95	
2016-01	23.99	-26.21	
2016-02	23.04	-48.81	
2016-03	23.92	-59.86	
2016-04	27.7	-25	
2016-05	15.16	-57.14	
2016-06	33.23	-23.31	
2016-07	44.57	45.28	
2016-08	39.67	55.74	
2016-09	42.03	64.88	
2016-10	51.48	90.37	
2016-11	50.53	88.35	
2016-12	43.88	64.77	
2017-01	40.94	42.71	
2017-02	45.59	44.94	
2017-03	61.13	84.7	
2017-04	52.2	73.71	
2017-05	52.2	75.67	
2017-06	51.97	68.99	
2017-07	50.41	44.68	
2017-08	50.15	25.16	
2017-09	52.42	52.51	
2017-10	57.25	76.1	
2017-11	56.03	70.86	
2017-12	50.9	20.58	
2018-01	50.85	3.94	
2018-02	47.83	-26.37	
2018-03	50.39	-26.01	
2018-04	48.24	-54.36	
2018-05	48.11	-59.78	
2018-06	46.18	-77.95	
2018-07	44.5	-84.33	
2018-08	42.08	-94.33	
2018-09	40.42	-91.92	
2018-10	39.84	-92.46	
2018-11	37.4	-98.33	
2018-12	34.47	-99.2	
2019-01	32.2	-98.5	
2019-02	35.3	-79.34	
2019-03	35.86	-68.03	
2019-04	35.14	-64.2	
2019-05	30.61	-91.03	
2019-06	30.8	-85.43	
2019-07	34.53	-50.35	
2019-08	37.66	-10.75	
2019-09	39.43	16.87	
2019-10	40.9	40.67	
2019-11	39.1	34.82	
2019-12	37.66	26.91	
2020-01	37.7	23.21	
2020-02	45.15	70.04	
2020-03	46.04	84.42	
2020-04	47.94	91.5	
2020-05	45.69	74.8	
2020-06	53.06	95.13	
2020-07	64.13	99.38	
2020-08	71.46	95.75	
2020-09	79.69	93.26	
2020-10	88.09	95.98	
2020-11	81.13	81.29	
2020-12	82.13	79.31	
2021-01	94.34	95.13	
2021-02	108.67	98.51	
2021-03	90.31	74.84	
2021-04	69.1	26.66	
2021-05	66.33	0.99	
2021-06	70.43	-11.91	
2021-07	63.25	-41.8	
2021-08	59.27	-62.38	
2021-09	63.22	-57.05	
2021-10	65.14	-45.65	
2021-11	63.6	-57.06	
2021-12	64.99	-46.35	
2022-01	66.82	-5.59	
2022-02	61.76	-40.62	
2022-03	51.03	-79.34	
2022-04	49.38	-91.17	
2022-05	49.7	-87.83	
2022-06	52.44	-70.88	
2022-07	52.94	-67.52	
2022-08	49.23	-84.78	
2022-09	48.25	-86.52	
2022-10	49.01	-77.4	
2022-11	51.29	-52.35	
2022-12	57.41	1.38	
2023-01	59.52	33.37	
2023-02	56.02	25.67	
2023-03	53.5	10.13	
2023-04	55.93	33.18	
2023-05	50.04	-5.31	
2023-06	47.95	-43.62	
2023-07	47.12	-58.42	
2023-08	46.47	-62.62	
2023-09	42.25	-80.71	
2023-10	40.11	-89.86	
2023-11	40.62	-84.33	
2023-12	40.32	-85.29	
2024-01	38.12	-96.43	
2024-02	37.42	-90.75	
2024-03	38.01	-83.46	
2024-04	35.23	-94.6	
2024-05	37.58	-74.42	
2024-06	36.52	-78.38	
2024-07	35.01	-91.89	
2024-08	34.52	-94.36	
2024-09	37.81	-51.6	
2024-10	42.92	3.08	
2024-11	43.42	33.33	
2024-12	40.79	27.76	
2025-01	39.5	25.1	
2025-02	39.31	18.75	
